time (s),vertical,horizontal,axial
0.110859,7.06163,8.80683,-4.33758
0.110898,7.54496,8.53352,-4.2416
0.110938,8.05167,8.42523,-4.11906
0.110977,8.5919,8.64928,-3.94652
0.111016,9.13198,9.0092,-3.69599
0.111055,9.59487,9.13554,-3.38331
0.111094,9.92961,8.9354,-3.05824
0.111133,10.1787,8.68228,-2.75204
0.111172,10.4041,8.66611,-2.46515
0.111211,10.602,8.90748,-2.18346
0.11125,10.7206,9.19585,-1.89465
0.111289,10.7024,9.32345,-1.58717
0.111328,10.5156,9.26481,-1.24758
0.111367,10.1765,9.12864,-0.878153
0.111406,9.7532,9.01674,-0.490817
0.111445,9.31413,8.98381,-0.0794003
0.111484,8.85982,9.03807,0.365261
0.111523,8.34223,9.12736,0.83284
0.111563,7.72398,9.16892,1.30972
0.111602,7.00778,9.11453,1.77943
0.111641,6.2274,9.00944,2.21608
0.11168,5.4191,8.98225,2.61204
0.111719,4.63754,9.11652,2.97995
0.111758,3.93117,9.32612,3.31779
0.111797,3.27636,9.43296,3.60775
0.111836,2.62665,9.40962,3.84876
0.111875,1.98182,9.44281,4.06429
0.111914,1.38174,9.67226,4.27742
0.111953,0.878462,9.97431,4.49559
0.111992,0.487634,10.0984,4.70705
0.112031,0.194354,9.98765,4.88611
0.11207,5.46046e-05,9.89342,5.03113
0.112109,-0.108752,10.0701,5.17956
0.112148,-0.181495,10.4079,5.36122
0.112187,-0.234192,10.5776,5.57146
0.112227,-0.229083,10.5072,5.79168
0.112266,-0.156287,10.4445,6.00363
0.112305,-0.0639642,10.5307,6.18994
0.112344,-0.00767764,10.6183,6.33791
0.112383,-0.0162117,10.579,6.43991
0.112422,-0.0703612,10.5066,6.49464
0.112461,-0.140159,10.5071,6.50804
0.1125,-0.245351,10.4821,6.47732
0.112539,-0.39933,10.2685,6.39289
0.112578,-0.576419,9.92927,6.26527
0.112617,-0.769704,9.72294,6.12006
0.112656,-0.987684,9.75408,5.97958
0.112695,-1.24481,9.82617,5.85134
0.112734,-1.56233,9.7156,5.71511
0.112773,-1.93037,9.44665,5.5507
0.112812,-2.32784,9.1867,5.35948
0.112852,-2.74641,8.99803,5.137
0.112891,-3.16418,8.81395,4.87449
0.11293,-3.56317,8.5777,4.58002
0.112969,-3.93377,8.3201,4.26817
0.113008,-4.25284,8.08483,3.93484
0.113047,-4.52576,7.8406,3.55022
0.113086,-4.78629,7.57627,3.09715
0.113125,-5.03506,7.39189,2.59559
0.113164,-5.25896,7.35024,2.07838
0.113203,-5.45844,7.33374,1.57585
0.113242,-5.62442,7.16912,1.09319
0.113281,-5.74575,6.83658,0.600778
0.11332,-5.80168,6.47345,0.0808632
0.113359,-5.75684,6.22068,-0.457502
0.113398,-5.60399,6.12794,-1.00202
0.113437,-5.35987,6.14187,-1.53936
0.113477,-5.04682,6.14493,-2.06388
0.113516,-4.70573,6.04071,-2.58263
0.113555,-4.36676,5.80964,-3.10458
0.113594,-4.01303,5.51321,-3.63176
0.113633,-3.59854,5.25954,-4.14499
0.113672,-3.10671,5.10917,-4.62319
0.113711,-2.58043,5.0067,-5.08173
0.11375,-2.06824,4.85323,-5.55334
0.113789,-1.5801,4.63762,-6.04733
0.113828,-1.11835,4.42145,-6.55143
0.113867,-0.697444,4.21199,-7.05749
0.113906,-0.300018,3.97618,-7.56725
0.113945,0.136521,3.75439,-8.0789
0.113984,0.617678,3.62816,-8.58824
0.114023,1.03208,3.59438,-9.0899
0.114062,1.258,3.53703,-9.57887
0.114102,1.28062,3.33696,-10.071
0.114141,1.19398,3.02975,-10.5843
0.11418,1.08292,2.79317,-11.107
0.114219,0.927371,2.7113,-11.6277
0.114258,0.701897,2.66337,-12.1544
0.114297,0.472628,2.5253,-12.6928
0.114336,0.300479,2.34579,-13.2436
0.114375,0.152796,2.25183,-13.7997
0.114414,-0.038996,2.28114,-14.3361
0.114453,-0.297347,2.35218,-14.8156
0.114492,-0.618777,2.37519,-15.2169
0.114531,-1.01604,2.36653,-15.5536
0.11457,-1.46388,2.40045,-15.8533
0.114609,-1.88155,2.4731,-16.1326
0.114648,-2.21984,2.50086,-16.3997
0.114687,-2.5048,2.44591,-16.6507
0.114727,-2.79238,2.39147,-16.876
0.114766,-3.0965,2.47116,-17.0725
0.114805,-3.39253,2.70877,-17.2239
0.114844,-3.69371,2.94471,-17.3066
0.114883,-4.03743,2.98649,-17.3279
0.114922,-4.40413,2.86579,-17.3023
0.114961,-4.72231,2.86308,-17.2124
0.115,-4.95481,3.18391,-17.0357
0.115039,-5.15282,3.68207,-16.7702
0.115078,-5.38414,4.02817,-16.4344
0.115117,-5.64775,4.09735,-16.0599
0.115156,-5.91066,4.03927,-15.6637
0.115195,-6.15957,4.01179,-15.2448
0.115234,-6.4062,4.03079,-14.809
0.115273,-6.67658,4.07706,-14.3521
0.115312,-6.98074,4.19468,-13.8507
0.115352,-7.32316,4.40868,-13.2899
0.115391,-7.71493,4.59753,-12.6662
0.11543,-8.1397,4.60244,-11.9753
0.115469,-8.57007,4.49526,-11.2236
0.115508,-8.99658,4.52826,-10.4283
0.115547,-9.41192,4.76357,-9.60581
0.115586,-9.81846,4.99108,-8.78669
0.115625,-10.2309,5.078,-8.01107
0.115664,-10.6555,5.15939,-7.29012
0.115703,-11.0986,5.38247,-6.61138
0.115742,-11.5788,5.6331,-5.96462
0.115781,-12.1087,5.65042,-5.34884
0.11582,-12.6709,5.39967,-4.78297
0.115859,-13.2231,5.17976,-4.26864
0.115898,-13.7288,5.22383,-3.75646
0.115937,-14.1807,5.38793,-3.20661
0.115977,-14.592,5.43806,-2.62659
0.116016,-14.9645,5.42628,-2.03892
0.116055,-15.2782,5.56382,-1.46338
0.116094,-15.5351,5.8353,-0.913032
0.116133,-15.7783,5.95531,-0.402953
0.116172,-16.0381,5.76127,0.030747
0.116211,-16.2855,5.45341,0.342607
0.11625,-16.461,5.30592,0.508297
0.116289,-16.5352,5.30058,0.535509
0.116328,-16.5494,5.22443,0.450144
0.116367,-16.5842,5.03148,0.283547
0.116406,-16.6754,4.85512,0.0693845
0.116445,-16.8102,4.69558,-0.166975
0.116484,-16.9771,4.40016,-0.419865
0.116523,-17.1432,3.94586,-0.696695
0.116562,-17.2487,3.49345,-0.997202
0.116602,-17.2706,3.17693,-1.31847
0.116641,-17.2452,2.97759,-1.68142
0.11668,-17.2255,2.80102,-2.11144
0.116719,-17.2314,2.58095,-2.61143
0.116758,-17.265,2.2572,-3.18852
0.116797,-17.3657,1.77999,-3.86579
0.116836,-17.565,1.24382,-4.65033
0.116875,-17.8165,0.859065,-5.51672
0.116914,-18.0636,0.669584,-6.4279
0.116953,-18.3151,0.456077,-7.37253
0.116992,-18.5847,0.0332001,-8.36798
0.117031,-18.8466,-0.487,-9.41601
0.11707,-19.0828,-0.851795,-10.4819
0.117109,-19.2906,-1.00624,-11.534
0.117148,-19.4599,-1.1235,-12.5732
0.117188,-19.5793,-1.33539,-13.6094
0.117227,-19.627,-1.61014,-14.6478
0.117266,-19.6038,-1.88615,-15.6963
0.117305,-19.5654,-2.14928,-16.7532
0.117344,-19.5565,-2.36846,-17.8042
0.117383,-19.57,-2.51608,-18.8426
0.117422,-19.5815,-2.68423,-19.8725
0.117461,-19.5701,-3.02231,-20.9042
0.1175,-19.5212,-3.50944,-21.9564
0.117539,-19.431,-3.94474,-23.0307
0.117578,-19.3295,-4.20288,-24.0864
0.117617,-19.2588,-4.37771,-25.0797
0.117656,-19.2087,-4.6455,-26.0047
0.117695,-19.1325,-5.04872,-26.8668
0.117734,-18.9972,-5.46728,-27.6669
0.117773,-18.8108,-5.76878,-28.4192
0.117813,-18.6431,-5.89673,-29.1334
0.117852,-18.5762,-5.89028,-29.8004
0.117891,-18.6364,-5.92906,-30.4145
0.11793,-18.788,-6.22574,-30.9901
0.117969,-18.9562,-6.7642,-31.558
0.118008,-19.0783,-7.26169,-32.1317
0.118047,-19.1658,-7.48167,-32.6823
0.118086,-19.3014,-7.50492,-33.1683
0.118125,-19.5646,-7.60241,-33.5628
0.118164,-19.9544,-7.8947,-33.8483
0.118203,-20.4001,-8.23273,-34.0122
0.118242,-20.8334,-8.40062,-34.046
0.118281,-21.2291,-8.35817,-33.9395
0.11832,-21.6007,-8.25223,-33.6872
0.118359,-21.9773,-8.23576,-33.3035
0.118398,-22.3753,-8.33374,-32.8166
0.118438,-22.7639,-8.4728,-32.2528
0.118477,-23.0684,-8.56066,-31.6376
0.118516,-23.2314,-8.50602,-30.9914
0.118555,-23.2645,-8.26747,-30.3124
0.118594,-23.2531,-7.94878,-29.579
0.118633,-23.2974,-7.7561,-28.7725
0.118672,-23.4225,-7.80742,-27.8908
0.118711,-23.559,-8.00088,-26.9316
0.11875,-23.5992,-8.09218,-25.8831
0.118789,-23.4631,-7.93042,-24.7565
0.118828,-23.1522,-7.58433,-23.588
0.118867,-22.7507,-7.21907,-22.3966
0.118906,-22.3635,-6.91164,-21.1716
0.118945,-22.0478,-6.62861,-19.8969
0.118984,-21.771,-6.35289,-18.572
0.119023,-21.4329,-6.11023,-17.2093
0.119063,-20.9642,-5.85994,-15.8246
0.119102,-20.4084,-5.53941,-14.4363
0.119141,-19.8735,-5.22117,-13.0501
0.11918,-19.4176,-5.05071,-11.6606
0.119219,-19.0215,-5.01353,-10.2739
0.119258,-18.6245,-4.89749,-8.89413
0.119297,-18.1661,-4.55989,-7.51134
0.119336,-17.6476,-4.13445,-6.11806
0.119375,-17.1451,-3.85043,-4.70309
0.119414,-16.7336,-3.71539,-3.24681
0.119453,-16.4253,-3.53139,-1.74213
0.119492,-16.1584,-3.19086,-0.208164
0.119531,-15.8442,-2.7704,1.31296
0.11957,-15.4692,-2.35786,2.77504
0.119609,-15.1202,-1.97428,4.15089
0.119648,-14.8922,-1.63933,5.44877
0.119688,-14.8033,-1.38819,6.6978
0.119727,-14.7893,-1.21067,7.9007
0.119766,-14.7619,-1.02657,9.03236
0.119805,-14.6614,-0.781447,10.0814
0.119844,-14.4917,-0.507871,11.0545
0.119883,-14.3405,-0.227894,11.9665
0.119922,-14.3039,0.113393,12.8463
0.119961,-14.384,0.55274,13.7248
0.12,-14.4968,0.993564,14.6112
0.120039,-14.5381,1.27212,15.4862
0.120078,-14.4505,1.369,16.3109
0.120117,-14.2612,1.46216,17.0445
0.120156,-14.0435,1.7186,17.6662
0.120195,-13.8669,2.09977,18.1774
0.120234,-13.767,2.41758,18.5737
0.120273,-13.7188,2.53595,18.8461
0.120313,-13.6786,2.48569,19.0058
0.120352,-13.6426,2.4355,19.0757
0.120391,-13.6207,2.52674,19.0772
0.12043,-13.6062,2.70297,19.0282
0.120469,-13.6006,2.79372,18.9268
0.120508,-13.6032,2.73699,18.7526
0.120547,-13.5771,2.63579,18.5005
0.120586,-13.4707,2.64879,18.1825
0.120625,-13.2631,2.83315,17.8023
0.120664,-13.0108,3.09377,17.3578
0.120703,-12.8122,3.29842,16.8544
0.120742,-12.6856,3.35436,16.2984
0.120781,-12.5645,3.20112,15.6854
0.12082,-12.3944,2.88938,15.0046
0.120859,-12.1473,2.64073,14.2603
0.120898,-11.8262,2.65556,13.4702
0.120938,-11.4957,2.85935,12.6461
0.120977,-11.2476,2.97626,11.8126
0.121016,-11.1106,2.84158,11.0096
0.121055,-11.0071,2.55405,10.25
0.121094,-10.8259,2.34928,9.51651
0.121133,-10.5195,2.36774,8.79239
0.121172,-10.1227,2.54506,8.06293
0.121211,-9.72168,2.7039,7.31491
0.12125,-9.38944,2.70346,6.53932
0.121289,-9.13668,2.51764,5.72815
0.121328,-8.9375,2.26706,4.87834
0.121367,-8.77243,2.17823,3.99434
0.121406,-8.63302,2.37274,3.08821
0.121445,-8.51853,2.66369,2.17787
0.121484,-8.45046,2.70003,1.26595
0.121523,-8.45237,2.35814,0.330391
0.121563,-8.49932,1.89123,-0.638092
0.121602,-8.53234,1.64422,-1.61254
0.121641,-8.52365,1.69725,-2.56124
0.12168,-8.50489,1.86857,-3.4715
0.121719,-8.52648,1.99227,-4.33945
0.121758,-8.61135,2.0462,-5.16395
0.121797,-8.77077,2.03253,-5.94709
0.121836,-8.99353,1.92609,-6.69761
0.121875,-9.21061,1.7992,-7.43904
0.121914,-9.3581,1.80281,-8.1965
0.121953,-9.45041,1.93169,-8.97884
0.121992,-9.56234,1.99097,-9.78745
0.122031,-9.75302,1.88698,-10.6132
0.12207,-10.0034,1.78661,-11.4253
0.122109,-10.2556,1.87325,-12.1929
0.122148,-10.4769,2.07913,-12.9034
0.122188,-10.6583,2.19981,-13.5604
0.122227,-10.8046,2.18529,-14.1745
0.122266,-10.9164,2.19032,-14.7383
0.122305,-10.9948,2.34555,-15.2266
0.122344,-11.0685,2.5863,-15.6317
0.122383,-11.1519,2.797,-15.9667
0.122422,-11.2176,2.99038,-16.2425
0.122461,-11.25,3.19447,-16.4599
0.1225,-11.2723,3.34355,-16.6202
0.122539,-11.3166,3.42797,-16.7291
0.122578,-11.3925,3.57867,-16.7849
0.122617,-11.487,3.88469,-16.7778
0.122656,-11.6093,4.24374,-16.6998
0.122695,-11.7951,4.49053,-16.5503
0.122734,-12.0529,4.60769,-16.3324
0.122773,-12.3658,4.73845,-16.0472
0.122813,-12.7241,5.01907,-15.6991
0.122852,-13.1034,5.43025,-15.2859
0.122891,-13.4636,5.82273,-14.795
0.12293,-13.7929,6.08139,-14.2419
0.122969,-14.1201,6.2333,-13.6598
0.123008,-14.4753,6.41845,-13.055
0.123047,-14.8661,6.77221,-12.4165
0.123086,-15.3113,7.2882,-11.7312
0.123125,-15.8368,7.80258,-10.9947
0.123164,-16.4217,8.15687,-10.225
0.123203,-17.0215,8.35646,-9.44011
0.123242,-17.6065,8.53481,-8.64736
0.123281,-18.1547,8.79641,-7.85182
0.12332,-18.6839,9.14738,-7.04474
0.123359,-19.2319,9.5342,-6.2005
0.123398,-19.7795,9.88933,-5.30087
0.123438,-20.2795,10.1787,-4.35888
0.123477,-20.7271,10.4408,-3.40113
0.123516,-21.1456,10.7665,-2.43523
0.123555,-21.5683,11.2118,-1.45312
0.123594,-22.0319,11.7061,-0.450719
0.123633,-22.5342,12.1147,0.55526
0.123672,-23.034,12.4227,1.53651
0.123711,-23.5027,12.7411,2.47503
0.12375,-23.9325,13.1094,3.35485
0.123789,-24.3327,13.4429,4.16903
0.123828,-24.7156,13.7256,4.9369
0.123867,-25.0704,14.0865,5.68272
0.123906,-25.4042,14.5799,6.41541
0.123945,-25.7647,15.0554,7.12907
0.123984,-26.1805,15.3685,7.82096
0.124023,-26.6153,15.578,8.49983
0.124063,-26.9754,15.8215,9.16916
0.124102,-27.19,16.0974,9.82769
0.124141,-27.2841,16.3275,10.4591
0.12418,-27.336,16.5839,11.0357
0.124219,-27.3933,17.0258,11.5651
0.124258,-27.4367,17.5821,12.0655
0.124297,-27.4173,17.9592,12.5238
0.124336,-27.3,18.0606,12.9311
0.124375,-27.0745,18.1326,13.2911
0.124414,-26.7851,18.3731,13.608
0.124453,-26.5072,18.6696,13.8908
0.124492,-26.2708,18.8296,14.1456
0.124531,-26.0365,18.8492,14.3746
0.12457,-25.7084,18.8572,14.5717
0.124609,-25.2212,18.9082,14.7295
0.124648,-24.6241,18.9693,14.8548
0.124688,-24.0151,19.0705,14.9566
0.124727,-23.4568,19.2735,15.0501
0.124766,-22.9487,19.5044,15.1492
0.124805,-22.4479,19.602,15.2387
0.124844,-21.9369,19.5472,15.2942
0.124883,-21.4321,19.5082,15.2995
0.124922,-20.9606,19.6138,15.249
0.124961,-20.5313,19.7928,15.1502
0.125,-20.1021,19.8821,14.9971
0.125039,-19.6406,19.8076,14.7702
0.125078,-19.1747,19.6506,14.4677
0.125117,-18.7438,19.5575,14.1204
0.125156,-18.3654,19.5895,13.7807
0.125195,-18.0396,19.6933,13.477
0.125234,-17.7639,19.7853,13.2088
0.125273,-17.5379,19.8114,12.9732
0.125312,-17.3596,19.7592,12.75
0.125352,-17.2329,19.6535,12.5254
0.125391,-17.1335,19.556,12.3139
0.12543,-16.9887,19.5378,12.1077
0.125469,-16.7535,19.5893,11.8787
0.125508,-16.4653,19.5869,11.6138
0.125547,-16.195,19.4377,11.3059
0.125586,-15.9678,19.2111,10.963
0.125625,-15.7697,19.037,10.6188
0.125664,-15.6023,18.923,10.3001
0.125703,-15.4511,18.7571,10.0093
0.125742,-15.2607,18.5091,9.74699
0.125781,-15.0001,18.332,9.52427
0.12582,-14.6849,18.3123,9.34166
0.125859,-14.3377,18.2765,9.18461
0.125898,-13.9689,18.0803,9.03951
0.125938,-13.5747,17.8788,8.89303
0.125977,-13.1455,17.8768,8.74028
0.126016,-12.6878,17.9929,8.59035
0.126055,-12.229,17.9788,8.43256
0.126094,-11.7958,17.7767,8.23273
0.126133,-11.3869,17.5532,7.99365
0.126172,-10.967,17.4037,7.75943
0.126211,-10.5071,17.2401,7.54269
0.12625,-10.0283,17.0127,7.32818
0.126289,-9.56651,16.8643,7.13688
0.126328,-9.12507,16.9184,7.00739
0.126367,-8.69968,17.0164,6.94557
0.126406,-8.29778,16.914,6.93084
0.126445,-7.91613,16.6766,6.94148
0.126484,-7.54116,16.6002,6.97031
0.126523,-7.17228,16.7614,7.02017
0.126562,-6.82199,16.9028,7.08004
0.126602,-6.50019,16.8079,7.12224
0.126641,-6.20029,16.5836,7.13055
0.12668,-5.88932,16.459,7.1105
0.126719,-5.54047,16.4635,7.07378
0.126758,-5.17735,16.4585,7.03888
0.126797,-4.84009,16.3881,7.03062
0.126836,-4.53264,16.3158,7.06612
0.126875,-4.2249,16.2366,7.1578
0.126914,-3.87396,16.0481,7.31366
0.126953,-3.45902,15.755,7.53475
0.126992,-2.99508,15.5501,7.8217
0.127031,-2.4914,15.5844,8.16747
0.12707,-1.94185,15.7336,8.55422
0.127109,-1.35669,15.735,8.95299
0.127148,-0.752766,15.524,9.32578
0.127188,-0.143064,15.2933,9.65474
0.127227,0.447668,15.2295,9.9498
0.127266,1.00915,15.272,10.2267
0.127305,1.55501,15.1598,10.4911
0.127344,2.09298,14.7614,10.731
0.127383,2.66533,14.2837,10.9435
0.127422,3.34752,14.0056,11.1587
0.127461,4.13371,13.9292,11.4144
0.1275,4.93452,13.8796,11.7423
0.127539,5.68414,13.8044,12.1621
0.127578,6.38054,13.7586,12.6598
0.127617,7.06648,13.685,13.1902
0.127656,7.77753,13.4292,13.6983
0.127695,8.51157,13.0084,14.1408
0.127734,9.24933,12.6897,14.5023
0.127773,9.953,12.6551,14.7841
0.127812,10.5754,12.6859,14.984
0.127852,11.0968,12.4053,15.0948
0.127891,11.5383,11.7971,15.116
0.12793,11.9572,11.2282,15.0636
0.127969,12.3973,10.9744,14.9799
0.128008,12.8359,10.9316,14.92
0.128047,13.2142,10.7989,14.9094
0.128086,13.4965,10.4418,14.9252
0.128125,13.7035,10.0062,14.9307
0.128164,13.8918,9.67382,14.9029
0.128203,14.0882,9.4541,14.8245
0.128242,14.2805,9.245,14.6805
0.128281,14.4435,8.93533,14.4652
0.12832,14.5472,8.44512,14.1708
0.128359,14.5978,7.78676,13.7831
0.128398,14.65,7.10213,13.2998
0.128438,14.7431,6.58019,12.7438
0.128477,14.8567,6.26864,12.1572
0.128516,14.9375,5.99798,11.5714
0.128555,14.9549,5.56329,10.9906
0.128594,14.9215,4.92242,10.4169
0.128633,14.8786,4.18413,9.85095
0.128672,14.8972,3.49716,9.27843
0.128711,15.0483,2.97763,8.69009
0.12875,15.3324,2.65398,8.08852
0.128789,15.6686,2.42913,7.47038
0.128828,15.9713,2.14673,6.82294
0.128867,16.2209,1.73327,6.13883
0.128906,16.4512,1.26434,5.41558
0.128945,16.6828,0.887792,4.6453
0.128984,16.905,0.65084,3.83692
0.129023,17.1071,0.407566,3.0078
0.129062,17.3029,-0.0356369,2.14017
0.129102,17.5214,-0.691114,1.21302
0.129141,17.7696,-1.34946,0.248628
0.12918,18.0347,-1.77232,-0.710904
0.129219,18.3209,-1.92649,-1.63613
0.129258,18.6036,-2.0055,-2.51664
0.129297,18.8022,-2.21319,-3.34759
0.129336,18.8844,-2.5763,-4.1266
0.129375,18.8996,-2.99582,-4.86853
0.129414,18.8902,-3.3911,-5.59643
0.129453,18.888,-3.72634,-6.32715
0.129492,18.9283,-4.01833,-7.07547
0.129531,18.9909,-4.3729,-7.86049
0.12957,19.0226,-4.89402,-8.69796
0.129609,18.9988,-5.54744,-9.5759
0.129648,18.9098,-6.17898,-10.4566
0.129688,18.7853,-6.67937,-11.3037
0.129727,18.7068,-7.09273,-12.0996
0.129766,18.7051,-7.48785,-12.8464
0.129805,18.7262,-7.8141,-13.535
0.129844,18.7219,-8.01832,-14.1357
0.129883,18.701,-8.198,-14.638
0.129922,18.7121,-8.50661,-15.0592
0.129961,18.8195,-8.94236,-15.4331
0.13,19.0701,-9.35775,-15.7977
0.130039,19.4415,-9.68028,-16.1642
0.130078,19.8449,-9.9502,-16.519
0.130117,20.217,-10.1924,-16.8521
0.130156,20.5601,-10.4373,-17.1562
0.130195,20.8981,-10.7511,-17.4147
0.130234,21.2659,-11.1221,-17.6071
0.130273,21.6864,-11.4337,-17.7178
0.130312,22.1306,-11.6027,-17.7293
0.130352,22.5549,-11.6664,-17.6249
0.130391,22.95,-11.7042,-17.4083
0.13043,23.335,-11.7769,-17.0982
0.130469,23.7441,-11.9496,-16.7187
0.130508,24.2154,-12.2071,-16.3036
0.130547,24.7606,-12.3792,-15.8754
0.130586,25.3113,-12.3301,-15.4311
0.130625,25.7339,-12.1578,-14.9575
0.130664,25.9528,-12.0916,-14.441
0.130703,26.0034,-12.263,-13.8727
0.130742,25.9592,-12.5995,-13.2515
0.130781,25.8839,-12.9019,-12.5766
0.13082,25.8288,-13.0277,-11.8483
0.130859,25.8124,-12.9889,-11.0724
0.130898,25.7945,-12.9048,-10.252
0.130938,25.7151,-12.9082,-9.38247
0.130977,25.5756,-13.0231,-8.46398
0.131016,25.4298,-13.1254,-7.51028
0.131055,25.3009,-13.0756,-6.5367
0.131094,25.1666,-12.8586,-5.55382
0.131133,25.0011,-12.5986,-4.57003
0.131172,24.796,-12.4693,-3.59181
0.131211,24.5621,-12.547,-2.63581
0.13125,24.341,-12.7318,-1.72167
0.131289,24.2052,-12.8319,-0.84325
0.131328,24.1957,-12.755,0.0184329
0.131367,24.2771,-12.596,0.882068
0.131406,24.3943,-12.513,1.77521
0.131445,24.5157,-12.5749,2.71096
0.131484,24.6228,-12.6974,3.6922
0.131523,24.7204,-12.6631,4.73271
0.131562,24.8451,-12.3037,5.82361
0.131602,25.0373,-11.7246,6.93143
0.131641,25.273,-11.2773,8.01826
0.13168,25.4466,-11.207,9.02857
0.131719,25.5044,-11.332,9.91624
0.131758,25.5213,-11.2544,10.6741
0.131797,25.5771,-10.9027,11.3165
0.131836,25.6595,-10.6254,11.8636
0.131875,25.7015,-10.6853,12.3315
0.131914,25.6528,-10.8712,12.7425
0.131953,25.5022,-10.7995,13.1376
0.131992,25.2398,-10.4921,13.5499
0.132031,24.88,-10.3248,13.9868
0.13207,24.5017,-10.4075,14.435
0.132109,24.1675,-10.4218,14.8785
0.132148,23.8552,-10.1744,15.3047
0.132188,23.5013,-9.90647,15.677
0.132227,23.0959,-9.89184,15.9485
0.132266,22.7186,-10.0809,16.0958
0.132305,22.4263,-10.2982,16.1021
0.132344,22.1785,-10.5256,15.96
0.132383,21.9343,-10.8369,15.6872
0.132422,21.7113,-11.1789,15.3127
0.132461,21.5244,-11.3902,14.8839
0.1325,21.34,-11.4425,14.4556
0.132539,21.1332,-11.4968,14.0498
0.132578,20.9525,-11.6798,13.6607
0.132617,20.8554,-11.9362,13.2733
0.132656,20.8481,-12.1491,12.864
0.132695,20.9302,-12.298,12.4129
0.132734,21.106,-12.4292,11.9067
0.132773,21.3659,-12.5555,11.3336
0.132812,21.685,-12.6671,10.6941
0.132852,22.0248,-12.7871,9.99793
0.132891,22.3555,-12.9694,9.25008
0.13293,22.6562,-13.2375,8.45211
0.132969,22.8953,-13.511,7.60902
0.133008,23.054,-13.672,6.73463
0.133047,23.1566,-13.7448,5.84941
0.133086,23.2455,-13.8957,4.96533
0.133125,23.3311,-14.2127,4.08154
0.133164,23.3936,-14.5956,3.19196
0.133203,23.4313,-14.903,2.2991
0.133242,23.4684,-15.1147,1.41817
0.133281,23.5199,-15.295,0.548693
0.13332,23.5695,-15.466,-0.328171
0.133359,23.586,-15.6147,-1.21783
0.133398,23.5386,-15.8096,-2.12023
0.133438,23.3891,-16.1703,-3.05055
0.133477,23.1298,-16.6691,-4.02602
0.133516,22.8206,-17.1103,-5.03862
0.133555,22.5224,-17.3913,-6.06173
0.133594,22.2328,-17.6575,-7.0967
0.133633,21.9251,-18.0898,-8.16233
0.133672,21.5989,-18.638,-9.24876
0.133711,21.2774,-19.1054,-10.3325
0.13375,20.9897,-19.4178,-11.3917
0.133789,20.753,-19.6444,-12.4086
0.133828,20.5561,-19.8249,-13.3794
0.133867,20.3617,-19.9617,-14.3001
0.133906,20.146,-20.1511,-15.1787
0.133945,19.943,-20.5352,-16.0464
0.133984,19.8222,-21.0699,-16.9229
0.134023,19.8169,-21.5061,-17.8089
0.134063,19.9002,-21.695,-18.6902
0.134102,20.0123,-21.7682,-19.544
0.134141,20.1027,-21.9415,-20.3649
0.13418,20.1571,-22.2661,-21.1525
0.134219,20.1762,-22.6266,-21.8947
0.134258,20.1683,-22.8983,-22.5781
0.134297,20.1519,-23.0516,-23.183
0.134336,20.1117,-23.1248,-23.6929
0.134375,20.0131,-23.1473,-24.1182
0.134414,19.8643,-23.1497,-24.4867
0.134453,19.7053,-23.2256,-24.8267
0.134492,19.5575,-23.4443,-25.1561
0.134531,19.3953,-23.6822,-25.474
0.13457,19.1664,-23.7207,-25.7585
0.134609,18.8288,-23.5455,-25.985
0.134648,18.3393,-23.3819,-26.1435
0.134688,17.6663,-23.4219,-26.2349
0.134727,16.8346,-23.6306,-26.2565
0.134766,15.9227,-23.8314,-26.1984
0.134805,15.0046,-23.9074,-26.0575
0.134844,14.0814,-23.8771,-25.8434
0.134883,13.1101,-23.8067,-25.5631
0.134922,12.1013,-23.7401,-25.2195
0.134961,11.1161,-23.7198,-24.8218
0.135,10.2057,-23.7659,-24.3817
0.135039,9.38816,-23.7887,-23.9006
0.135078,8.63887,-23.6313,-23.3677
0.135117,7.91252,-23.2716,-22.7787
0.135156,7.17064,-22.8943,-22.1355
0.135195,6.39645,-22.6972,-21.4434
0.135234,5.62933,-22.6929,-20.7298
0.135273,4.95511,-22.7369,-20.0212
0.135313,4.42639,-22.6853,-19.312
0.135352,4.02309,-22.4997,-18.5837
0.135391,3.70065,-22.2355,-17.8202
0.13543,3.43495,-21.9668,-17.0187
0.135469,3.20883,-21.734,-16.1829
0.135508,3.01339,-21.5311,-15.2995
0.135547,2.86476,-21.3131,-14.3555
0.135586,2.76625,-21.0372,-13.3543
0.135625,2.69462,-20.7053,-12.3044
0.135664,2.64836,-20.3569,-11.2315
0.135703,2.64871,-20.0202,-10.1863
0.135742,2.69996,-19.6918,-9.21491
0.135781,2.77463,-19.358,-8.32247
0.13582,2.83147,-18.9959,-7.48278
0.135859,2.85164,-18.6047,-6.68075
0.135898,2.81586,-18.2416,-5.9117
0.135938,2.67449,-17.9201,-5.16509
0.135977,2.41974,-17.5834,-4.42845
0.136016,2.10883,-17.2644,-3.69661
0.136055,1.78512,-17.0566,-2.98007
0.136094,1.47703,-16.9002,-2.28273
0.136133,1.22803,-16.6175,-1.58579
0.136172,1.04778,-16.1838,-0.878335
0.136211,0.886634,-15.7939,-0.173133
0.13625,0.687117,-15.5818,0.511909
0.136289,0.440054,-15.4424,1.17205
0.136328,0.184271,-15.2541,1.8037
0.136367,-0.0596406,-15.0881,2.38154
0.136406,-0.333747,-15.0533,2.87915
