frequency (Hz),vertical,horizontal,axial
2320.31,0.00493244,0.00212424,0.00136023
2321.88,0.0111824,0.00773309,0.00704296
2323.44,0.0183223,0.0151693,0.0134877
2325,0.00921941,0.00835205,0.00696279
2326.56,0.00173134,0.00190437,0.000839463
2328.12,0.00290506,0.000936807,0.00200069
2329.69,0.00446075,0.00242033,0.00219894
2331.25,0.00256113,0.0025868,0.000724893
2332.81,0.00232164,0.00255643,0.00151561
2334.38,0.00292151,0.00218318,0.00165619
2335.94,0.00187983,0.00217383,0.00118545
2337.5,0.00200157,0.00102958,0.00141711
2339.06,0.00244751,0.00119976,0.0016229
2340.62,0.00337743,0.00137604,0.00185391
2342.19,0.00280503,0.0014028,0.00136696
2343.75,0.00180588,0.00121487,0.000824943
2345.31,0.00164975,0.000650683,0.000844098
2346.88,0.00311607,0.00138496,0.0022963
2348.44,0.00415087,0.00210999,0.00247621
2350,0.00402223,0.00271117,0.00166937
2351.56,0.00216633,0.00274782,0.00136638
2353.12,0.00110862,0.00256647,0.000971186
2354.69,0.00135303,0.00196982,0.00126413
2356.25,0.00235921,0.00158014,0.00133268
2357.81,0.00354315,0.00115925,0.00110545
2359.38,0.00318359,0.00194539,0.00153365
2360.94,0.00402139,0.00256848,0.00235426
2362.5,0.00367712,0.00159473,0.00190988
2364.06,0.00280648,0.00112199,0.00142738
2365.62,0.00306728,0.00196547,0.00144494
2367.19,0.00144349,0.00182686,0.000650086
2368.75,0.00446869,0.00238457,0.00188683
2370.31,0.00360399,0.00199274,0.00194036
2371.88,0.00278129,0.00127958,0.00115457
2373.44,0.00520787,0.00202311,0.00205438
2375,0.00741895,0.00503182,0.00324032
2376.56,0.00571305,0.00324109,0.00243191
2378.12,0.00453155,0.00140461,0.00137878
2379.69,0.00282352,0.0019356,0.00160318
2381.25,0.00412689,0.00308529,0.00256715
2382.81,0.00502513,0.00205063,0.0018551
2384.38,0.00421195,0.00123375,0.00174695
2385.94,0.0030512,0.00210294,0.00187096
2387.5,0.00354734,0.00211236,0.00205025
2389.06,0.00334224,0.00167894,0.00156257
2390.62,0.00204478,0.00109736,0.00125636
2392.19,0.00146614,0.00177005,0.00114282
2393.75,0.00244178,0.00218549,0.000898752
2395.31,0.00603252,0.00428048,0.00300691
2396.88,0.00639921,0.00328844,0.00344055
2398.44,0.00353559,0.00235165,0.00152125
2400,0.00596384,0.00498199,0.00203598
2401.56,0.0053127,0.00379934,0.0017042
2403.12,0.00264267,0.00171779,0.00198239
2404.69,0.00405467,0.00347963,0.00302822
2406.25,0.00403907,0.00315864,0.00187234
2407.81,0.00331263,0.00237375,0.00205148
2409.38,0.00318617,0.0018195,0.00123768
2410.94,0.00418223,0.00295427,0.00129968
2412.5,0.00164185,0.00249241,0.000615748
2414.06,0.00160855,0.00311553,0.00113407
2415.62,0.00322702,0.00376113,0.00195991
2417.19,0.00502729,0.00510683,0.0020021
2418.75,0.00234448,0.00406541,0.000468182
2420.31,0.00254135,0.00406935,0.00179743
2421.88,0.023801,0.0237045,0.0108309
2423.44,0.0354497,0.0338685,0.0147722
2425,0.0129037,0.0116757,0.00442073
2426.56,0.00169302,0.00223642,0.00160651
2428.12,0.00454355,0.00199063,0.00153044
2429.69,0.00457452,0.00305589,0.00130108
2431.25,0.0127449,0.0137103,0.00416211
2432.81,0.0112642,0.0132787,0.0033638
2434.38,0.00241095,0.00159136,0.00171457
2435.94,0.00515178,0.00294651,0.00222924
2437.5,0.0033215,0.00325379,0.00112988
2439.06,0.00595342,0.00634609,0.00213793
2440.62,0.00435766,0.00480016,0.00176302
2442.19,0.0032539,0.00210871,0.000955046
2443.75,0.00176707,0.00127479,0.00055461
2445.31,0.00110198,0.00128339,0.000411787
2446.88,0.00214049,0.00247215,0.00134178
2448.44,0.002803,0.00349114,0.0015744
2450,0.00427462,0.00301189,0.00199
2451.56,0.00482479,0.00391624,0.0017703
2453.12,0.00216201,0.00339058,0.00106957
2454.69,0.00246016,0.00171062,0.00114534
2456.25,0.00291356,0.00106689,0.000763322
2457.81,0.00386836,0.00280559,0.00100016
2459.38,0.00241122,0.00114886,0.000894596
2460.94,0.0024614,0.00336431,0.00116166
2462.5,0.00117178,0.00293253,0.000912875
2464.06,0.00147494,0.00208417,0.000684276
2465.62,0.00224183,0.00196729,0.000443709
2467.19,0.00251771,0.00189367,0.0012613
2468.75,0.0039689,0.00334479,0.00184131
2470.31,0.00428306,0.00384978,0.00223752
2471.88,0.00410034,0.0045446,0.00159989
2473.44,0.00255434,0.00393941,0.00093891
2475,0.00284867,0.00408075,0.000600416
2476.56,0.00321706,0.00309763,0.000671811
2478.12,0.00215171,0.0018571,0.000860382
2479.69,0.00220924,0.00301761,0.00104128
2481.25,0.00229485,0.00376766,0.00136944
2482.81,0.00169411,0.00339471,0.000962776
2484.38,0.00201335,0.00374006,0.000621916
2485.94,0.0031624,0.00429964,0.00146442
2487.5,0.00322728,0.00330802,0.00191572
2489.06,0.00297503,0.00368805,0.00104648
2490.62,0.00345704,0.00391408,0.00149741
2492.19,0.00288554,0.00235284,0.00118245
2493.75,0.00304682,0.00116098,0.00146595
2495.31,0.00253528,0.00121535,0.00165296
2496.88,0.00210493,0.00224257,0.0014302
2498.44,0.0016211,0.0027823,0.00109724
2500,0.0015753,0.00410553,0.000891532
2501.56,0.00134554,0.00269074,0.00102047
2503.12,0.00183739,0.00181054,0.00108501
2504.69,0.00163037,0.000782671,0.000338861
2506.25,0.000978998,0.00182679,0.000841184
2507.81,0.00153844,0.0010161,0.00141287
2509.38,0.00168906,0.00113765,0.00125679
2510.94,0.00152309,0.00137182,0.00080121
2512.5,0.0022846,0.000953849,0.00115504
2514.06,0.0021819,0.00148162,0.00116955
2515.62,0.00116386,0.00219041,0.000522968
2517.19,0.00184712,0.00183694,0.00077395
2518.75,0.000454853,0.00149358,0.00166649
2520.31,0.00105187,0.00235594,0.00273066
2521.88,0.00189708,0.00648505,0.00280857
2523.44,0.00294188,0.00595823,0.00203962
2525,0.00320517,0.00231159,0.00108649
2526.56,0.00159304,0.00155654,0.00100672
2528.12,0.0021678,0.000660788,0.00115356
2529.69,0.00298523,0.00307162,0.00163311
2531.25,0.00161542,0.00320978,0.00065196
2532.81,0.00160923,0.0023732,0.000454631
2534.38,0.00137847,0.00201,0.000670788
2535.94,0.00168375,0.00273665,0.000705715
2537.5,0.00109349,0.00280099,0.000827515
2539.06,0.000736579,0.00216336,0.00125797
2540.62,0.000721301,0.00172174,0.00105271
2542.19,0.00197271,0.00118899,0.000825581
2543.75,0.00227403,0.00165934,0.00103618
2545.31,0.00201424,0.00217056,0.00125113
2546.88,0.00211708,0.00308471,0.00110594
2548.44,0.00177355,0.00393501,0.000959833
2550,0.00201605,0.004462,0.000977046
2551.56,0.00225422,0.00335154,0.000515351
2553.12,0.00164216,0.00243994,0.00052223
2554.69,0.000599978,0.00216803,0.000881869
2556.25,0.000805518,0.00270179,0.000502203
2557.81,0.00146604,0.00424446,0.00127255
2559.38,0.00182121,0.00350209,0.00119268
2560.94,0.00110295,0.00114828,0.000451805
2562.5,0.000848937,0.000540705,0.000792541
2564.06,0.00158035,0.00139286,0.000633801
2565.62,0.0012371,0.00160017,0.000799392
2567.19,0.00122422,0.00136289,0.000944944
2568.75,0.00220768,0.00200158,0.00131368
2570.31,0.00292737,0.00311539,0.00131372
2571.88,0.00280052,0.00259379,0.000933125
2573.44,0.0011214,0.00163827,0.00121282
2575,0.00271246,0.00339566,0.00164807
2576.56,0.00177546,0.00153174,0.00154829
2578.12,0.00136021,0.000943424,0.000785356
2579.69,0.00176245,0.000885687,0.00095134
2581.25,0.00347265,0.00132661,0.00141067
2582.81,0.00275273,0.0013864,0.000933309
2584.38,0.00214495,0.00232247,0.00095882
2585.94,0.00202519,0.00238548,0.00084037
2587.5,0.0020446,0.00187739,0.00109742
2589.06,0.00276449,0.00163738,0.000828057
2590.62,0.00100592,0.00152478,0.00055654
2592.19,0.00151885,0.00211041,0.00112451
2593.75,0.00166129,0.00229108,0.00118424
2595.31,0.00140623,0.00243253,0.00112807
2596.88,0.0030216,0.00430265,0.00121241
2598.44,0.00269278,0.00391148,0.00147398
2600,0.00153906,0.0031965,0.00130327
2601.56,0.000763418,0.0012778,0.00116352
2603.12,0.000873457,0.00178206,0.0011129
2604.69,0.00588434,0.00763357,0.00141443
2606.25,0.00747393,0.00932757,0.00113521
2607.81,0.00344483,0.00475358,0.00108609
2609.38,0.00202835,0.00409899,0.00134666
2610.94,0.00224776,0.002797,0.0010373
2612.5,0.00230595,0.00227278,0.000987943
2614.06,0.0018835,0.00237739,0.00149745
2615.62,0.00234634,0.00267804,0.00136773
2617.19,0.00186663,0.00224603,0.000989722
2618.75,0.00168385,0.000708127,0.000560746
2620.31,0.00103114,0.00101526,0.000920798
2621.88,0.000963267,0.00115928,0.00160978
2623.44,0.00120389,0.00181315,0.00156698
2625,0.00109053,0.00241875,0.00145411
2626.56,0.00171841,0.00257704,0.000869334
2628.12,0.00216088,0.00297691,0.00150979
2629.69,0.00135877,0.00146533,0.00138114
2631.25,0.000947464,0.00068231,0.00108411
2632.81,0.00244447,0.00226269,0.00136165
2634.38,0.00278462,0.00376103,0.00145034
2635.94,0.00128207,0.0037405,0.000722606
2637.5,0.00137636,0.00248675,0.000810386
2639.06,0.00136256,0.00286358,0.00146823
2640.62,0.000357071,0.00299567,0.000838231
2642.19,0.00101094,0.00341422,0.000826283
2643.75,0.00162141,0.00185185,0.000373131
2645.31,0.00269324,0.00212368,0.000745313
2646.88,0.00240505,0.00327904,0.000914882
2648.44,0.00278627,0.00212039,0.00100847
2650,0.00250775,0.00330466,0.00125579
2651.56,0.00234673,0.00224178,0.00104038
2653.12,0.00234907,0.00203877,0.000591805
2654.69,0.00206648,0.00199556,0.000397408
2656.25,0.00138581,0.00187592,0.00053442
2657.81,0.00264874,0.00165131,0.000609486
2659.38,0.00274838,0.00075581,0.000930723
2660.94,0.00296231,0.00223473,0.000917803
2662.5,0.00200008,0.00132322,0.00105335
2664.06,0.00181852,0.00214879,0.000464373
2665.62,0.00239401,0.00328113,0.000757483
2667.19,0.00135906,0.00211417,0.000794916
2668.75,0.00229416,0.000673199,0.000888152
2670.31,0.0014026,0.00236631,0.00109588
2671.88,0.00136393,0.00291158,0.00117285
2673.44,0.00182093,0.0018246,0.000967568
2675,0.000831053,0.00188614,0.00113331
2676.56,0.00064827,0.00102887,0.000993416
2678.12,0.00137019,0.00223059,0.000760131
2679.69,0.00207243,0.00206088,0.00105261
2681.25,0.00194467,0.00144484,0.00124261
2682.81,0.00189257,0.00149628,0.0010356
2684.38,0.0010447,0.00152866,0.0010881
2685.94,0.00158677,0.000439897,0.00119245
2687.5,0.00263709,0.00361781,0.00118481
2689.06,0.00171413,0.00333351,0.000919903
2690.62,0.00195592,0.00166168,0.00154922
2692.19,0.00105036,0.00048882,0.000613565
2693.75,0.00135618,0.000738505,0.000669957
2695.31,0.00175642,0.00122475,0.000753837
2696.88,0.00230394,0.00149833,0.000532982
2698.44,0.00158415,0.00338622,0.000606023
2700,0.00111505,0.00394545,0.0010739
2701.56,0.0010138,0.00422831,0.00104224
2703.12,0.00203761,0.00248383,0.00111199
2704.69,0.00286706,0.00351511,0.00105698
2706.25,0.00216491,0.0030858,0.000961107
2707.81,0.0010699,0.00235503,0.000786407
2709.38,0.00107083,0.00272538,0.000601535
2710.94,0.000667922,0.00263304,0.00130674
2712.5,0.00137726,0.00196175,0.00074345
2714.06,0.00204984,0.00330833,0.000731091
2715.62,0.00145635,0.00159738,0.000368831
2717.19,0.00271316,0.00215488,0.000858729
2718.75,0.00841373,0.00735322,0.00244259
2720.31,0.00746644,0.00822549,0.00247846
2721.88,0.00308782,0.00445817,0.000828019
2723.44,0.00111432,0.00304218,0.00108238
2725,0.00146869,0.0025799,0.00074283
2726.56,0.00258304,0.00411612,0.00136856
2728.12,0.00301247,0.00331678,0.00162244
2729.69,0.00246447,0.00136258,0.00115522
2731.25,0.0017652,0.00233629,0.00182917
2732.81,0.0018795,0.00309283,0.00180474
2734.38,0.00216187,0.00422723,0.00160131
2735.94,0.0043839,0.004209,0.00164123
2737.5,0.00479331,0.00499269,0.00136054
2739.06,0.00549085,0.00630858,0.00207387
2740.62,0.00306983,0.00470904,0.00133553
2742.19,0.0019762,0.00281325,0.000977473
2743.75,0.000787869,0.0019525,0.00092249
2745.31,0.00153325,0.00231468,0.000898155
2746.88,0.00254705,0.00310405,0.00115027
2748.44,0.00396199,0.00418953,0.00164655
2750,0.00312483,0.00489215,0.00132482
2751.56,0.00288946,0.00535773,0.000727225
2753.12,0.00275833,0.00488084,0.000801618
2754.69,0.00299755,0.00407688,0.00102328
2756.25,0.00232316,0.00482457,0.00163572
2757.81,0.00266938,0.0123491,0.00263849
2759.38,0.00203153,0.0100308,0.000761328
2760.94,0.00318965,0.00991601,0.0011693
2762.5,0.00385261,0.00831887,0.0012828
2764.06,0.0033432,0.0049624,0.00163848
2765.62,0.00269562,0.0044448,0.00120697
2767.19,0.0013263,0.0037729,0.000907589
2768.75,0.000909019,0.00382102,0.00116206
2770.31,0.0027384,0.00394474,0.00113057
2771.88,0.00212266,0.00402839,0.000929949
2773.44,0.0021027,0.00177301,0.000981741
2775,0.00250901,0.00225613,0.00140462
2776.56,0.00516384,0.00757352,0.0025226
2778.12,0.00772847,0.0121773,0.00285228
2779.69,0.0109092,0.0225411,0.00308353
2781.25,0.0049678,0.0123122,0.0014807
2782.81,0.00413145,0.00628567,0.00220183
2784.38,0.00546867,0.00935395,0.00279367
2785.94,0.00698942,0.00973163,0.00289335
2787.5,0.00629128,0.00843904,0.00232947
2789.06,0.0046066,0.00827485,0.000961869
2790.62,0.00387647,0.0073265,0.00138429
2792.19,0.00390347,0.00649075,0.00136058
2793.75,0.00320386,0.00591901,0.00138703
2795.31,0.00327332,0.00470856,0.00193377
2796.88,0.00513472,0.00549952,0.00166461
2798.44,0.00638512,0.0101004,0.00215131
2800,0.00549468,0.0100181,0.0012193
2801.56,0.00406887,0.00668525,0.00185323
2803.12,0.00545087,0.0101872,0.00226911
2804.69,0.0052144,0.0097101,0.00248972
2806.25,0.00356076,0.00612797,0.00115265
2807.81,0.0034033,0.00511135,0.00113273
2809.38,0.00603224,0.00793478,0.00222244
2810.94,0.00571514,0.00941886,0.00165552
2812.5,0.00491792,0.00881258,0.00102263
2814.06,0.00623271,0.0121456,0.00231089
2815.62,0.00615864,0.0124017,0.00201972
2817.19,0.00528262,0.0090134,0.00158128
2818.75,0.00550658,0.011435,0.00251579
2820.31,0.00642076,0.0158579,0.00298792
2821.88,0.00417517,0.0120459,0.00220475
2823.44,0.00498682,0.0089802,0.00169196
2825,0.0048283,0.00777904,0.00218127
2826.56,0.00500927,0.00739918,0.00212447
2828.12,0.00263526,0.00396347,0.00153748
2829.69,0.00178739,0.00474496,0.000446524
2831.25,0.00458219,0.00439361,0.00173761
2832.81,0.00709896,0.00781676,0.00294406
2834.38,0.008005,0.011318,0.00345512
2835.94,0.00720908,0.0114271,0.00389853
2837.5,0.00708601,0.00959342,0.0031227
2839.06,0.00264596,0.00551913,0.00114566
2840.62,0.00495307,0.00615922,0.00221285
2842.19,0.00557119,0.00797471,0.00228991
2843.75,0.00473636,0.00410047,0.00194446
2845.31,0.00450028,0.00711585,0.00177461
2846.88,0.00353026,0.00691606,0.00109697
2848.44,0.00365104,0.00270463,0.00113437
2850,0.00579328,0.00564988,0.00214719
2851.56,0.00629466,0.00975639,0.00314537
2853.12,0.00604964,0.0100672,0.00232296
2854.69,0.00469161,0.00686812,0.00198614
2856.25,0.0037343,0.00500571,0.00143535
2857.81,0.0076262,0.00652376,0.00174756
2859.38,0.00935944,0.0100418,0.00219713
2860.94,0.00517425,0.00790928,0.00153449
2862.5,0.00265361,0.00342725,0.00098832
2864.06,0.00493236,0.0028834,0.00160981
2865.62,0.00731733,0.00517927,0.0021029
2867.19,0.00413631,0.00312756,0.000911485
2868.75,0.00467956,0.00519263,0.00179654
2870.31,0.00678421,0.00713198,0.0022055
2871.88,0.00450074,0.00595799,0.00144716
2873.44,0.00515907,0.00509374,0.00172168
2875,0.0076397,0.00935872,0.00179581
2876.56,0.0054615,0.00724832,0.000892624
2878.12,0.00247413,0.00441781,0.000328961
2879.69,0.00174549,0.00274282,0.000860799
2881.25,0.00440872,0.00752251,0.000930268
2882.81,0.00509502,0.00306629,0.00154226
2884.38,0.00394585,0.00371394,0.0015733
2885.94,0.00223139,0.00410299,0.000478802
2887.5,0.00378688,0.00338864,0.0013799
2889.06,0.00292434,0.00471146,0.00122803
2890.62,0.00526438,0.00607558,0.00184228
2892.19,0.00464153,0.00515166,0.00167153
2893.75,0.0042633,0.00303412,0.00132047
2895.31,0.00546403,0.00529925,0.00152377
2896.88,0.00475142,0.00481309,0.00112189
2898.44,0.00469717,0.00668233,0.00153599
2900,0.00373746,0.00500291,0.00147525
2901.56,0.00353742,0.0049579,0.00198626
2903.12,0.00431065,0.00658399,0.00232515
2904.69,0.00389558,0.00501002,0.00154047
2906.25,0.00379989,0.00669405,0.00158972
2907.81,0.00653688,0.00513948,0.00143636
2909.38,0.00597861,0.00528675,0.00172678
2910.94,0.00403887,0.00384219,0.00180069
2912.5,0.00447947,0.00392479,0.00182572
2914.06,0.00258406,0.00258059,0.000818703
2915.62,0.00371486,0.00447007,0.00101312
2917.19,0.00268149,0.00317188,0.00132156
2918.75,0.00549452,0.00503642,0.00197631
2920.31,0.00511611,0.00652231,0.00127589
2921.88,0.0037026,0.00651809,0.00116504
2923.44,0.00397927,0.00312244,0.00113752
2925,0.00354062,0.00309532,0.000897842
2926.56,0.00443666,0.00488926,0.00148386
2928.12,0.00676606,0.00791655,0.00203464
2929.69,0.00832649,0.00908589,0.00153808
2931.25,0.00678949,0.00736979,0.00182582
2932.81,0.00302493,0.00311124,0.000741127
2934.38,0.00229581,0.00102584,0.000897622
2935.94,0.00329436,0.00266263,0.00057923
2937.5,0.00509142,0.00436105,0.00125957
2939.06,0.00725901,0.00952672,0.00203586
2940.62,0.0056218,0.00719008,0.00142299
2942.19,0.00559186,0.00588177,0.00213737
2943.75,0.00390553,0.00387223,0.00177167
2945.31,0.00582674,0.00411764,0.00174273
2946.88,0.00839013,0.0124305,0.00338856
2948.44,0.00871908,0.0131954,0.00354735
2950,0.00677292,0.00963542,0.00261521
2951.56,0.00505385,0.0040629,0.000876045
2953.12,0.00487864,0.00341484,0.00274765
2954.69,0.0033971,0.00231502,0.002081
2956.25,0.00579557,0.00561896,0.00194872
2957.81,0.00373003,0.00504502,0.00168362
2959.38,0.0030865,0.00489716,0.00103188
2960.94,0.00320384,0.00573339,0.00115471
2962.5,0.00300409,0.00405745,0.000904453
2964.06,0.00461939,0.00407003,0.000706089
2965.62,0.00377921,0.00359975,0.00110849
2967.19,0.00350199,0.00465081,0.00202631
2968.75,0.00559497,0.00398196,0.00178386
2970.31,0.00536797,0.00376007,0.00159544
2971.88,0.00384246,0.00386432,0.00148325
2973.44,0.00246601,0.00453575,0.0013293
2975,0.00168744,0.00367426,0.000977056
2976.56,0.00252111,0.00345525,0.000935119
2978.12,0.00251158,0.00295057,0.00106697
2979.69,0.00327712,0.00460085,0.00120704
2981.25,0.00225405,0.00276544,0.00099536
2982.81,0.00446978,0.0067447,0.00213196
2984.38,0.00314523,0.00510997,0.00146803
2985.94,0.006838,0.00800536,0.00154589
2987.5,0.00763985,0.0119377,0.00157013
2989.06,0.00417711,0.00552829,0.000652312
2990.62,0.0017963,0.000634387,0.000296315
2992.19,0.00198441,0.00452422,0.00077954
2993.75,0.00346963,0.00380869,0.000858899
2995.31,0.00543014,0.0102476,0.00114852
2996.88,0.00397326,0.00794321,0.00120215
2998.44,0.00241296,0.00428041,0.0009648
3000,0.00116747,0.00169633,0.000543641
3001.56,0.00124019,0.003371,0.000339035
3003.12,0.00155597,0.0049199,0.000585911
3004.69,0.002558,0.0033412,0.000794543
3006.25,0.00470547,0.00872726,0.000504236
3007.81,0.00447716,0.00721886,0.00101642
3009.38,0.00264472,0.00355317,0.000770771
3010.94,0.00278398,0.00631177,0.000484599
3012.5,0.00262656,0.00224199,0.000836717
3014.06,0.0053232,0.00691303,0.00130274
3015.62,0.00419637,0.0108653,0.000767655
3017.19,0.00340481,0.010192,0.00056463
3018.75,0.0053785,0.0120954,0.000660534
3020.31,0.00574327,0.0116816,0.000917316
3021.88,0.00449407,0.00631025,0.00121631
3023.44,0.0050551,0.012765,0.00144053
3025,0.0051136,0.0137129,0.00156354
3026.56,0.00255845,0.00544782,0.000500492
3028.12,0.00673711,0.00897113,0.000764087
3029.69,0.00406424,0.00909529,0.00096718
3031.25,0.00462751,0.0111042,0.0006762
3032.81,0.00635156,0.00852551,0.00172567
3034.38,0.00764467,0.00532238,0.00173585
3035.94,0.0055334,0.0037471,0.00127461
3037.5,0.00129693,0.00313132,0.000679095
3039.06,0.00682877,0.0111251,0.00178577
3040.62,0.00497314,0.00884271,0.00128254
3042.19,0.00516966,0.0100227,0.00146317
3043.75,0.00416008,0.0102817,0.00183107
3045.31,0.00187838,0.00342051,0.00137175
3046.88,0.0032746,0.00681648,0.00103932
3048.44,0.002069,0.00431586,0.000674108
3050,0.00391368,0.00492362,0.000775386
3051.56,0.00347426,0.00684936,0.000763429
3053.12,0.0036293,0.00818055,0.000432706
3054.69,0.00487912,0.00643185,0.00283458
3056.25,0.00444607,0.00659143,0.00398317
3057.81,0.00268612,0.00388167,0.00110966
3059.38,0.00353516,0.00477237,0.0013854
3060.94,0.0053888,0.00517434,0.00104613
3062.5,0.00479353,0.0073395,0.00088036
3064.06,0.00266887,0.00542363,0.00102762
3065.62,0.00185715,0.00220243,0.000903334
3067.19,0.00134555,0.00284106,0.00096079
3068.75,0.00412258,0.00665401,0.00168744
3070.31,0.00572126,0.00672927,0.0014239
3071.88,0.00375219,0.00313793,0.0005246
3073.44,0.00223221,0.00399574,0.00081943
3075,0.00159575,0.00508231,0.000426383
3076.56,0.000739361,0.00389079,0.000597688
3078.12,0.00174015,0.00345821,0.000718825
3079.69,0.00341287,0.00391865,0.00118525
3081.25,0.000591553,0.00259877,0.000688959
3082.81,0.00278543,0.00403243,0.0007424
3084.38,0.00304476,0.00694607,0.00142659
3085.94,0.00180107,0.00816577,0.00155784
3087.5,0.00310814,0.00476324,0.000969842
3089.06,0.00323814,0.0046038,0.000643202
3090.62,0.00306525,0.00382811,0.000326119
3092.19,0.00314006,0.00379882,0.000776173
3093.75,0.00265077,0.00393607,0.000887915
3095.31,0.00331306,0.00480877,0.000937832
3096.88,0.0033269,0.0033227,0.000615924
3098.44,0.00147508,0.00169697,0.000672287
3100,0.00231097,0.00228014,0.000684685
3101.56,0.00306118,0.00348579,0.000943555
3103.12,0.00244373,0.00615251,0.00113009
3104.69,0.00299798,0.00535556,0.000885835
3106.25,0.004725,0.00704498,0.00154457
3107.81,0.00407135,0.00884368,0.00168362
3109.38,0.00391246,0.00746021,0.00132813
3110.94,0.00341072,0.00580792,0.00102918
3112.5,0.00161937,0.00494471,0.000857753
3114.06,0.00270515,0.00520357,0.00059213
3115.62,0.00311511,0.00723461,0.00126283
3117.19,0.00229014,0.00601097,0.0010183
3118.75,0.00251313,0.00222478,0.000524928
3120.31,0.00160973,0.00223029,0.000799563
3121.88,0.00181586,0.00359873,0.000476688
3123.44,0.00300024,0.00525652,0.000543833
3125,0.00406464,0.00906686,0.00035242
3126.56,0.00366055,0.00772968,0.000334234
3128.12,0.00251509,0.00404813,0.00103111
3129.69,0.00323533,0.00503766,0.000733538
3131.25,0.00260343,0.00409095,0.000460118
3132.81,0.00192774,0.00568908,0.000334269
3134.38,0.00320549,0.00772236,0.000817799
3135.94,0.00451907,0.0105607,0.000925099
3137.5,0.00191593,0.00578189,0.000778149
3139.06,0.00196974,0.00635431,0.000851072
3140.62,0.000662073,0.00248659,0.000440867
3142.19,0.00239802,0.00775823,0.000512087
3143.75,0.00350125,0.00667709,0.00103886
3145.31,0.0047109,0.0108881,0.000997487
3146.88,0.00309871,0.00761919,0.00137816
3148.44,0.00301842,0.00601936,0.000720176
3150,0.00282697,0.00595828,0.00092685
3151.56,0.00423538,0.00678116,0.00100005
3153.12,0.00520054,0.0080924,0.0011117
3154.69,0.00171588,0.005518,0.00157997
3156.25,0.00184929,0.00660988,0.00137171
3157.81,0.00249362,0.00527508,0.000899114
3159.38,0.00213127,0.00341104,0.000803764
3160.94,0.00293232,0.00429717,0.000761927
3162.5,0.00376993,0.00815524,0.00112
3164.06,0.00290542,0.0089577,0.00107685
3165.62,0.00151964,0.0056211,0.000579361
3167.19,0.000828893,0.00465342,0.000520232
3168.75,0.00177698,0.00475172,0.000484497
3170.31,0.00167523,0.00287529,0.000861598
3171.88,0.00156376,0.00355806,0.000817655
3173.44,0.00179797,0.00659723,0.000944117
3175,0.00274845,0.00923705,0.00151879
3176.56,0.00204471,0.00271666,0.000882958
3178.12,0.00127213,0.00252184,0.000514718
3179.69,0.00253795,0.00367845,0.000739025
3181.25,0.00174052,0.00451,0.000741835
3182.81,0.00199677,0.00516227,0.000722825
3184.38,0.00192208,0.00320726,0.000688555
3185.94,0.00277817,0.00279257,0.000467472
3187.5,0.00234485,0.00342192,0.000390399
3189.06,0.00228299,0.0039583,0.000522329
3190.62,0.00218948,0.00463368,0.000405826
3192.19,0.00292005,0.00390549,0.000344275
3193.75,0.00188788,0.00291983,0.000177515
3195.31,0.0013597,0.00329981,0.000453703
3196.88,0.000555932,0.00124969,0.000705954
3198.44,0.00190488,0.00290499,0.000558646
3200,0.00187978,0.00225194,0.00049258
3201.56,0.00180938,0.000787887,0.00082364
3203.12,0.0016803,0.00140675,0.000308637
3204.69,0.00245253,0.00309182,0.000850381
3206.25,0.00184846,0.00216338,0.000697086
3207.81,0.00212325,0.00257285,0.000587705
3209.38,0.00164152,0.00252234,0.000474259
3210.94,0.00198407,0.00277147,0.000632917
3212.5,0.0023099,0.00359096,0.000724278
3214.06,0.00196216,0.00498515,0.000854516
3215.62,0.00191879,0.00564556,0.00086152
3217.19,0.00143738,0.00269447,0.000415744
3218.75,0.00151325,0.00285988,0.000319723
3220.31,0.00176737,0.00350974,0.000666399
3221.88,0.00190155,0.00253331,0.000508166
3223.44,0.00244716,0.00197402,0.000754492
3225,0.00166873,0.00146506,0.000474858
3226.56,0.00186344,0.00142226,0.000748537
3228.12,0.00148314,0.00337032,0.000623563
3229.69,0.00175421,0.00202395,0.000817964
3231.25,0.00118454,0.00136503,0.00116614
3232.81,0.00151236,0.00228209,0.000961505
3234.38,0.00279911,0.00440772,0.000645631
3235.94,0.00171174,0.00168398,0.000648453
3237.5,0.00100887,0.00238665,0.00032486
3239.06,0.0017043,0.00297443,0.000429059
3240.62,0.00147902,0.00128001,0.000448182
3242.19,0.00124355,0.00150047,0.000252281
3243.75,0.00197687,0.00131502,0.000318159
3245.31,0.00239966,0.0021753,0.000552195
3246.88,0.00136075,0.00256567,0.000670208
3248.44,0.00147661,0.0020698,0.000338924
3250,0.00172552,0.0021272,0.000405644
3251.56,0.00135672,0.00213314,0.000518868
3253.12,0.00220276,0.00389259,0.00093011
3254.69,0.00208694,0.00444478,0.00144569
3256.25,0.00178977,0.00494627,0.00116029
3257.81,0.00114063,0.0029823,0.000989467
3259.38,0.000454656,0.0023488,0.000613687
3260.94,0.000865929,0.00156783,0.000394594
3262.5,0.00097506,0.00123815,0.000625609
3264.06,0.000757389,0.00107888,0.000583646
3265.62,0.000975319,0.00190339,0.000513466
3267.19,0.00134915,0.00309935,0.000587101
3268.75,0.00136019,0.00264799,0.000642483
3270.31,0.00107708,0.00330337,0.000770371
3271.88,0.000385214,0.00258405,0.000558943
3273.44,0.000859727,0.00267057,0.000427653
3275,0.000758755,0.00204435,0.000351614
