frequency (Hz),vertical,horizontal,axial
5103.12,0.00118854,0.00787287,0.000344493
5104.69,0.00109046,0.00344611,0.000185306
5106.25,0.00114782,0.00144558,0.000338747
5107.81,0.000855303,0.00380953,0.000320488
5109.38,0.000502708,0.00354706,0.000140713
5110.94,0.000606161,0.00586317,0.000327428
5112.5,0.000433079,0.00581684,0.000383622
5114.06,0.000665457,0.00639213,0.000269761
5115.62,0.000883971,0.00571865,0.000506399
5117.19,0.000579124,0.00549371,0.000389523
5118.75,0.000799616,0.00831989,0.00033051
5120.31,0.00102693,0.0067732,0.000399441
5121.88,0.000746176,0.00212285,0.000278949
5123.44,0.000601195,0.00402617,0.000292761
5125,0.000777019,0.00565652,0.000470005
5126.56,0.000767884,0.00559069,0.000611118
5128.12,0.000511149,0.0053858,0.000716197
5129.69,0.000614497,0.0053668,0.00055743
5131.25,0.000826406,0.00335662,0.000367718
5132.81,0.000443239,0.00338177,0.00070871
5134.38,0.000432476,0.00855103,0.000797535
5135.94,0.000614647,0.00876554,0.000652323
5137.5,0.000802985,0.003338,0.000331638
5139.06,0.000545368,0.00284743,0.00022592
5140.62,0.000735841,0.00433253,0.000563214
5142.19,0.00101742,0.00561077,0.000588795
5143.75,0.00108341,0.00442068,0.000308459
5145.31,0.0007951,0.0044276,0.000581272
5146.88,0.000574763,0.00383983,0.000477412
5148.44,0.000651164,0.00241923,0.000416295
5150,0.000629582,0.00467252,0.000679573
5151.56,0.000634463,0.00465027,0.000924419
5153.12,0.000500863,0.00396703,0.000771295
5154.69,0.000589715,0.00487193,0.000380666
5156.25,0.000415444,0.00508088,0.000421162
5157.81,0.000704914,0.00406786,0.000349063
5159.38,0.000631271,0.00355425,0.000911382
5160.94,0.000799535,0.00448591,0.0007498
5162.5,0.000989788,0.00541085,0.000321543
5164.06,0.00130641,0.0057709,0.000377581
5165.62,0.000874043,0.00233861,0.000347857
5167.19,0.000548204,0.00498204,0.000521802
5168.75,0.00068225,0.00385238,0.000281594
5170.31,0.000481417,0.00279813,0.000406807
5171.88,0.000541942,0.00535633,0.000432302
5173.44,0.00108538,0.00610938,0.000314299
5175,0.000338269,0.00420604,0.000437337
5176.56,0.000667202,0.00735812,0.000498941
5178.12,0.000765187,0.00561782,0.000726638
5179.69,0.000594733,0.00673939,0.000710447
5181.25,0.000463059,0.00808055,0.000626455
5182.81,0.000823247,0.00544786,0.000555783
5184.38,0.001404,0.00626277,0.000661205
5185.94,0.00136846,0.00603019,0.000524104
5187.5,0.00111105,0.00414769,0.00040604
5189.06,0.000762,0.00402168,0.000329287
5190.62,0.00071263,0.00734562,0.000381929
5192.19,0.000688348,0.00490879,0.000321313
5193.75,0.000590326,0.00208263,0.000343939
5195.31,0.000727397,0.00540241,0.000503026
5196.88,0.00099453,0.00683577,0.000240207
5198.44,0.000901358,0.00870857,0.000486196
5200,0.000386938,0.008468,0.000488151
5201.56,0.00109364,0.0130047,0.00113731
5203.12,0.000664961,0.0101393,0.000859808
5204.69,0.000241135,0.0033655,0.000508842
5206.25,0.000605416,0.00407574,0.000417329
5207.81,0.000769874,0.00546062,0.000214312
5209.38,0.000844762,0.00563481,0.000314427
5210.94,0.000665941,0.00613067,0.0003717
5212.5,0.00113676,0.00875961,0.000514761
5214.06,0.00081983,0.0076236,0.000595123
5215.62,0.00096958,0.0081568,0.000467974
5217.19,0.000552857,0.0070174,0.000495403
5218.75,0.000971914,0.00463012,0.000380728
5220.31,0.00158156,0.00504551,0.000425343
5221.88,0.000895072,0.00576122,0.000533909
5223.44,0.000610686,0.00204643,0.000261598
5225,0.000928578,0.00723665,0.000447459
5226.56,0.00135277,0.00521064,0.000289174
5228.12,0.00143035,0.00821459,0.0003957
5229.69,0.00120565,0.00900267,0.000596946
5231.25,0.0023944,0.0156247,0.000912964
5232.81,0.00170125,0.0126986,0.000678066
5234.38,0.000520013,0.0114754,0.00064036
5235.94,0.000413751,0.00555305,0.000707909
5237.5,0.000939189,0.0112951,0.000742345
5239.06,0.0015364,0.012232,0.000443286
5240.62,0.000760364,0.00640705,0.000288879
5242.19,0.000961159,0.00291349,0.000292959
5243.75,0.000678433,0.00235349,0.000413885
5245.31,0.000718535,0.00489793,0.000388374
5246.88,0.000494214,0.0063253,0.000502075
5248.44,0.0011531,0.00617758,0.000453694
5250,0.00152562,0.00440904,0.000421909
5251.56,0.000772193,0.00580839,0.000537405
5253.12,0.000882618,0.00702944,0.000485769
5254.69,0.000634669,0.00895654,0.000763018
5256.25,0.000383404,0.00464798,0.000664737
5257.81,0.00142571,0.00670549,0.000577326
5259.38,0.00198538,0.00913068,0.000563939
5260.94,0.00091379,0.00427146,0.000413341
5262.5,0.000398293,0.00320255,0.000319048
5264.06,0.000526087,0.00548124,0.000418626
5265.62,0.000713267,0.00447399,0.000465954
5267.19,0.000582182,0.00297228,0.000632336
5268.75,0.00111861,0.00446916,0.000710214
5270.31,0.00100601,0.00541376,0.000604527
5271.88,0.000903108,0.00320268,0.000380955
5273.44,0.00109672,0.00898367,0.000558176
5275,0.00096269,0.0114079,0.000652974
5276.56,0.000572283,0.00772676,0.000813828
5278.12,0.000488605,0.00561443,0.000756227
5279.69,0.000621252,0.00879375,0.000807137
5281.25,0.000640505,0.00743048,0.000425254
5282.81,0.0004748,0.00193774,0.000264731
5284.38,0.000782105,0.00406439,0.000291349
5285.94,0.0007344,0.0125619,0.000831195
5287.5,0.0022591,0.0329954,0.00212364
5289.06,0.00194824,0.0273244,0.00165283
5290.62,0.000548779,0.00869734,0.000431662
5292.19,0.000346855,0.0105091,0.000691339
5293.75,0.000590099,0.0115445,0.000886602
5295.31,0.000420874,0.00787905,0.000587569
5296.88,0.000614055,0.00365808,0.000374857
5298.44,0.000578152,0.00316776,0.000266591
5300,0.00061697,0.00561703,0.000377883
5301.56,0.000596498,0.00571424,0.000522057
5303.12,0.000529636,0.00386715,0.000523906
5304.69,0.000520091,0.00361574,0.000465029
5306.25,0.000870952,0.00264649,0.000366649
5307.81,0.00100575,0.0090834,0.000649651
5309.38,0.000989022,0.0125419,0.000860799
5310.94,0.00053649,0.0053888,8.94392e-05
5312.5,0.000796299,0.00854232,0.000475751
5314.06,0.000998947,0.00836915,0.000530506
5315.62,0.000991579,0.00854725,0.000573814
5317.19,0.000600382,0.00489778,0.000541212
5318.75,0.000876471,0.00630024,0.000509359
5320.31,0.000767813,0.00601938,0.000519468
5321.88,0.000656144,0.00491715,0.000392233
5323.44,0.00103019,0.00545682,0.000222831
5325,0.000651491,0.00562636,0.000290781
5326.56,0.000581615,0.00482929,0.000436458
5328.12,0.00104668,0.00577804,0.000437693
5329.69,0.00136691,0.0107936,0.000713082
5331.25,0.000960085,0.00663039,0.000475005
5332.81,0.000390624,0.00417776,0.000445671
5334.38,0.000836861,0.00574425,0.000636412
5335.94,0.000653828,0.00787419,0.000539817
5337.5,0.000520979,0.00541732,0.000393339
5339.06,0.000911581,0.0057615,0.000400744
5340.62,0.000957453,0.00994689,0.000523844
5342.19,0.000667895,0.00625808,0.000592652
5343.75,0.000517805,0.00776856,0.000703212
5345.31,0.000513926,0.00729497,0.000395747
5346.88,0.000506338,0.00740365,0.000315832
5348.44,0.000555005,0.0111196,0.000549382
5350,0.000837807,0.00619102,0.000547045
5351.56,0.000800806,0.00688633,0.00065759
5353.12,0.000805121,0.00972003,0.000581752
5354.69,0.000794761,0.00484964,0.000588385
5356.25,0.00056219,0.00533642,0.000465364
5357.81,0.000798996,0.00479023,0.000414048
5359.38,0.000866824,0.00542251,0.000706988
5360.94,0.00045558,0.00310233,0.000733061
5362.5,0.000331338,0.00460929,0.000249935
5364.06,0.00046092,0.00330941,0.000345342
5365.62,0.000749129,0.0024106,0.000536464
5367.19,0.000815274,0.0027014,0.000436995
5368.75,0.000601142,0.00326886,0.000306703
5370.31,0.000260587,0.00290939,0.000354574
5371.88,0.000398999,0.00290491,0.000473763
5373.44,0.00051683,0.00654344,0.000318944
5375,0.000473823,0.00609209,0.000564501
5376.56,0.000878317,0.00296268,0.000594507
5378.12,0.0011615,0.00518976,0.000537756
5379.69,0.00131259,0.00675927,0.000520225
5381.25,0.000842591,0.00360193,0.000445406
5382.81,0.000630919,0.00469534,0.000271054
5384.38,0.000871653,0.00181087,0.000318119
5385.94,0.000852998,0.00518663,0.000119187
5387.5,0.000519113,0.00770273,0.000287251
5389.06,0.000287412,0.00713795,0.000397044
5390.62,0.000429858,0.00407758,0.000393227
5392.19,0.000781213,0.00340756,0.000385639
5393.75,0.000359535,0.0048885,0.000747057
5395.31,0.000711235,0.00392569,0.000594862
5396.88,0.000851033,0.00519287,0.000155995
5398.44,0.000567609,0.00841477,0.000833902
5400,0.000358083,0.0109603,0.00087133
5401.56,0.000159229,0.00661951,0.000281716
5403.12,0.000796322,0.00955442,0.000592913
5404.69,0.00113273,0.00711849,0.00071824
5406.25,0.000544025,0.0060766,0.000524138
5407.81,0.000909616,0.00551833,0.000486816
5409.38,0.000481521,0.00632753,0.000412832
5410.94,0.000865686,0.00995225,0.000612976
5412.5,0.00087098,0.0107355,0.000803957
5414.06,0.000828046,0.00575692,0.000536486
5415.62,0.00109322,0.00272832,0.000314092
5417.19,0.000388774,0.00433692,0.000569496
5418.75,0.00055809,0.00534684,0.000492949
5420.31,0.000876698,0.00335387,0.000306874
5421.88,0.000778051,0.00629575,0.00031051
5423.44,0.000523455,0.0093161,0.000545098
5425,0.000997782,0.00614833,0.000444203
5426.56,0.00146021,0.00858669,0.0006007
5428.12,0.0013261,0.00979323,0.000625651
5429.69,0.00108649,0.012614,0.000814002
5431.25,0.0010808,0.01035,0.000743944
5432.81,0.000765813,0.00662076,0.000498144
5434.38,0.000914147,0.00831221,0.000482884
5435.94,0.000760327,0.0108804,0.000833096
5437.5,0.000559242,0.00883413,0.000676444
5439.06,0.000186662,0.00904207,0.000889894
5440.62,0.000573541,0.00312501,0.000237689
5442.19,0.00110556,0.00724972,0.000557809
5443.75,0.00145272,0.00788973,0.000662526
5445.31,0.00106162,0.00282124,0.000315996
5446.88,0.00061655,0.00654394,0.000618816
5448.44,0.000674131,0.00844491,0.00101001
5450,0.0010418,0.00913107,0.000648542
5451.56,0.000827131,0.012154,0.000587821
5453.12,0.00192906,0.0142844,0.000554775
5454.69,0.00123144,0.00937906,0.00036894
5456.25,0.00112136,0.00536422,0.000295263
5457.81,0.0012043,0.0050275,0.000326178
5459.38,0.00132824,0.00996532,0.000626479
5460.94,0.00175875,0.0106472,0.00057727
5462.5,0.00130904,0.013932,0.000529811
5464.06,0.00104508,0.0172069,0.000825767
5465.62,0.000729545,0.0108621,0.000567318
5467.19,0.00128361,0.00358874,0.000221634
5468.75,0.00135513,0.00545753,0.000411181
5470.31,0.000719525,0.0054922,0.000430583
5471.88,0.000831263,0.0134845,0.000872475
5473.44,0.00107058,0.00821382,0.000901942
5475,0.00116262,0.0059935,0.000584279
5476.56,0.000991766,0.00826354,0.000350927
5478.12,0.000930164,0.00725811,0.000555264
5479.69,0.00145648,0.00721187,0.000526922
5481.25,0.000806623,0.00835054,0.000491537
5482.81,0.000833099,0.00955261,0.000481494
5484.38,0.000849941,0.00529779,0.000299171
5485.94,0.00081519,0.00719082,0.00048615
5487.5,0.000707101,0.00721556,0.000565053
5489.06,0.000521776,0.00888904,0.000469914
5490.62,0.000737992,0.00543099,0.000513749
5492.19,0.000918386,0.0117149,0.000776589
5493.75,0.00109917,0.0143147,0.00104056
5495.31,0.000890202,0.0079048,0.000692765
5496.88,0.000466137,0.0133061,0.00105618
5498.44,0.00073924,0.0166971,0.00123518
5500,0.000912826,0.00899108,0.000513378
5501.56,0.000885805,0.00749432,0.00064175
5503.12,0.000903476,0.013954,0.00112079
5504.69,0.000470692,0.0040296,0.000650187
5506.25,0.000950923,0.00367636,0.000270324
5507.81,0.000992793,0.00540238,0.000541064
5509.38,0.00102051,0.0107047,0.000459361
5510.94,0.000498908,0.00909022,0.000847155
5512.5,0.00054314,0.00596555,0.000614169
5514.06,0.000683223,0.00536785,0.000325301
5515.62,0.000350085,0.00652553,0.000567218
5517.19,0.000677668,0.0146602,0.000817983
5518.75,0.00104669,0.0117554,0.000621989
5520.31,0.00141077,0.0125274,0.00079243
5521.88,0.00123117,0.0159935,0.000975699
5523.44,0.00086904,0.00775732,0.0007185
5525,0.000470906,0.00878764,0.000758307
5526.56,0.000601517,0.0116829,0.000870154
5528.12,0.00114428,0.00808597,0.00064057
5529.69,0.00126721,0.0067133,0.000526851
5531.25,0.00111388,0.00478931,0.000318943
5532.81,0.000864667,0.00550444,0.000306668
5534.38,0.000425699,0.00558481,0.000475102
5535.94,0.000936573,0.00811007,0.000528069
5537.5,0.000719757,0.00292685,0.000204447
5539.06,0.00066069,0.00366335,0.000226274
5540.62,0.000987344,0.0103323,0.000452962
5542.19,0.00109716,0.00876777,0.00046261
5543.75,0.00123107,0.00577642,0.000442123
5545.31,0.00107312,0.00713166,0.000275186
5546.88,0.00106936,0.0111162,0.000477072
5548.44,0.000738301,0.0041468,0.000554402
5550,0.000489796,0.00998902,0.00075325
5551.56,0.00054219,0.00885804,0.000296121
5553.12,0.000449776,0.00480036,0.000286029
5554.69,0.00125059,0.00958304,0.000422134
5556.25,0.00136333,0.0131093,0.000663136
5557.81,0.00160878,0.0123044,0.000647017
5559.38,0.00165754,0.0107205,0.000775575
5560.94,0.000405409,0.00348923,0.000400787
5562.5,0.000786103,0.00659996,0.000564209
5564.06,0.00090022,0.00517345,0.000285899
5565.62,0.000438557,0.011351,0.000324155
5567.19,0.000797923,0.00773993,0.00039973
5568.75,0.00126299,0.00862441,0.000830826
5570.31,0.00127114,0.00662448,0.000539749
5571.88,0.000835942,0.00454894,0.000413099
5573.44,0.000646689,0.00697244,0.000592163
5575,0.00134564,0.0103335,0.000765917
5576.56,0.00130114,0.00766092,0.000505826
5578.12,0.000786625,0.00330582,0.000245381
5579.69,0.000703424,0.00625579,0.000361517
5581.25,0.000339706,0.00719657,0.00053728
5582.81,0.000745702,0.00687165,0.000547121
5584.38,0.00117782,0.00808562,0.000526355
5585.94,0.000997262,0.00643724,0.000506219
5587.5,0.000758923,0.00805973,0.000537686
5589.06,0.0008789,0.00595607,0.000247846
5590.62,0.000671273,0.00898822,0.000528981
5592.19,0.000457695,0.00715485,0.000581535
5593.75,0.000575553,0.0083825,0.00059432
5595.31,0.000562565,0.0109777,0.000899975
5596.88,0.000819357,0.0115833,0.000495254
5598.44,0.00140345,0.0115675,0.000394966
5600,0.00102467,0.0101455,0.000503476
5601.56,0.00106344,0.00905667,0.000481179
5603.12,0.000544328,0.00657716,0.000470187
5604.69,0.000673458,0.00584812,0.000611357
5606.25,0.00140531,0.00397148,0.000455399
5607.81,0.00251727,0.00896512,0.000420762
5609.38,0.00170743,0.0112806,0.000819876
5610.94,0.000991797,0.0110712,0.000735915
5612.5,0.00107922,0.0109539,0.00090182
5614.06,0.00107011,0.0157881,0.00115418
5615.62,0.00157182,0.0175302,0.000874471
5617.19,0.0019529,0.0168851,0.000853597
5618.75,0.00100573,0.00924589,0.00073309
5620.31,0.000682028,0.00586717,0.000388978
5621.88,0.000444061,0.00810874,0.000853706
5623.44,0.00112888,0.0102509,0.000917302
5625,0.00131,0.010212,0.000656595
5626.56,0.00104188,0.00503867,0.000335994
5628.12,0.000679875,0.00564801,0.000233732
5629.69,0.000439706,0.00438697,0.000375832
5631.25,0.000552899,0.00633084,0.000438808
5632.81,0.000903584,0.00901565,0.000425832
5634.38,0.000731611,0.00680595,0.00031777
5635.94,0.000979168,0.00585836,0.000355143
5637.5,0.000797929,0.00629278,0.000345995
5639.06,0.00173108,0.00657692,0.000453912
5640.62,0.00145229,0.00795149,0.000428342
5642.19,0.000999415,0.00928076,0.000479078
5643.75,0.000976016,0.00881503,0.000631588
5645.31,0.00101367,0.0158056,0.000841426
5646.88,0.00144103,0.0148854,0.000687391
5648.44,0.00144718,0.0112719,0.00049272
5650,0.00132731,0.0126116,0.000530547
5651.56,0.00128044,0.011492,0.000513302
5653.12,0.0014801,0.013397,0.000844035
5654.69,0.00119967,0.0116029,0.000771218
5656.25,0.000546492,0.00657154,0.000482554
5657.81,0.000880366,0.00678748,0.000517318
5659.38,0.000480805,0.00975543,0.000412627
5660.94,0.0010467,0.0072526,0.00058215
5662.5,0.00171354,0.00846266,0.0006211
5664.06,0.00202814,0.00925489,0.00055681
5665.62,0.00168561,0.00951399,0.000738672
5667.19,0.00164852,0.0076795,0.000722728
5668.75,0.00177436,0.00337509,0.000384415
5670.31,0.00129848,0.00723441,0.000366741
5671.88,0.0010368,0.00409594,0.000621545
5673.44,0.00029116,0.00434322,0.000674732
5675,0.00126687,0.00987201,0.000529854
5676.56,0.00160509,0.00988494,0.00045701
5678.12,0.00152733,0.0062565,0.000588406
5679.69,0.00153422,0.00722404,0.000653463
5681.25,0.000564946,0.00908034,0.00076605
5682.81,0.00183755,0.0161379,0.000846042
5684.38,0.00193142,0.012617,0.000567741
5685.94,0.000594254,0.00759874,0.000246768
5687.5,0.000891004,0.00797649,0.000704126
5689.06,0.00151491,0.00780116,0.000523587
5690.62,0.00134096,0.0111913,0.000556868
5692.19,0.000714402,0.0113129,0.00056935
5693.75,0.00170724,0.00884072,0.000365601
5695.31,0.00179706,0.00709619,0.0004212
5696.88,0.00103067,0.00207169,0.000431563
5698.44,0.00128687,0.00379615,0.00037283
5700,0.00106514,0.00941378,0.000310773
5701.56,0.00166172,0.00762649,0.000240744
5703.12,0.00150116,0.00467401,0.000454062
5704.69,0.00116657,0.00217993,0.00037777
5706.25,0.000972459,0.00807881,0.000438473
5707.81,0.00125924,0.00618108,0.000209749
5709.38,0.00162544,0.00926549,0.000290569
5710.94,0.00132811,0.00533838,0.000396413
5712.5,0.00148493,0.00742797,0.000547826
5714.06,0.0018451,0.0127164,0.000792422
5715.62,0.00171194,0.0108134,0.00072698
5717.19,0.000945344,0.00788386,0.000505755
5718.75,0.00110121,0.00713199,0.000555058
5720.31,0.00133176,0.00752589,0.000561739
5721.88,0.00112265,0.00419009,0.000524012
5723.44,0.000996014,0.00506502,0.000516466
5725,0.00122711,0.00868574,0.000628722
5726.56,0.00215963,0.0138149,0.00110202
5728.12,0.00148426,0.0158692,0.00111071
5729.69,0.00165456,0.00985583,0.00080872
5731.25,0.00461172,0.0107211,0.00076554
5732.81,0.00628048,0.0123865,0.00101132
5734.38,0.00290364,0.00771962,0.000757915
5735.94,0.00115688,0.00616131,0.000329065
5737.5,0.00103096,0.00922454,0.00050962
5739.06,0.000918844,0.00559505,0.000327553
5740.62,0.000856967,0.00407789,0.000365674
5742.19,0.00102099,0.0104416,0.000665853
5743.75,0.00138929,0.014592,0.000765383
5745.31,0.00255825,0.00747428,0.000384073
5746.88,0.00348604,0.0111156,0.000590849
5748.44,0.00263272,0.0172536,0.000916481
5750,0.00145548,0.0111245,0.000650923
5751.56,0.00205859,0.00601277,0.000442325
5753.12,0.0015906,0.00900345,0.000579936
5754.69,0.000827739,0.0101698,0.000689057
5756.25,0.000612739,0.00614733,0.000664881
5757.81,0.000730924,0.00556045,0.000621242
5759.38,0.000777664,0.00460206,0.000375908
5760.94,0.00083225,0.00971796,0.000736133
5762.5,0.00180594,0.00831501,0.000850105
5764.06,0.00209455,0.0120766,0.000780529
5765.62,0.00173451,0.00926228,0.000442506
5767.19,0.00166006,0.0105464,0.000530729
5768.75,0.00136914,0.00736505,0.000618838
5770.31,0.00215506,0.00715115,0.000475948
5771.88,0.00198872,0.00223684,0.000231104
5773.44,0.00166427,0.00502049,0.000414629
5775,0.00180219,0.0167366,0.00070629
5776.56,0.00201293,0.0212075,0.00108242
5778.12,0.00215905,0.0152996,0.00104858
5779.69,0.00151019,0.0137989,0.000941673
5781.25,0.00129659,0.0120072,0.000892107
5782.81,0.00263021,0.0150236,0.000795922
5784.38,0.00195713,0.0110825,0.000698428
5785.94,0.00115593,0.00939981,0.00038463
5787.5,0.00155363,0.0160063,0.000902733
5789.06,0.000996844,0.0149239,0.000805698
5790.62,0.00152271,0.0110649,0.000408918
5792.19,0.00236361,0.00287173,0.000225178
5793.75,0.00175867,0.00412232,0.000297229
5795.31,0.00107421,0.00948463,0.000689246
5796.88,0.00183439,0.0129543,0.000738355
5798.44,0.00155977,0.00892295,0.00049175
5800,0.00115935,0.00776337,0.000400281
5801.56,0.000477891,0.012308,0.000430278
5803.12,0.000762338,0.00952745,0.000484702
5804.69,0.00143823,0.00630486,0.000669306
5806.25,0.00227649,0.0109742,0.000789357
5807.81,0.00181624,0.0101935,0.000469899
5809.38,0.0013725,0.00650543,0.000502558
5810.94,0.00225476,0.0107507,0.000794759
5812.5,0.00312124,0.013251,0.000835516
5814.06,0.00299084,0.0109591,0.000559754
5815.62,0.00116211,0.00712607,0.00035898
5817.19,0.00220338,0.013238,0.000608056
5818.75,0.00224221,0.00882953,0.00046062
5820.31,0.00181702,0.00493047,0.000306161
5821.88,0.00276896,0.00567949,0.000372343
5823.44,0.00227194,0.00678178,0.000196713
5825,0.00106429,0.00660038,0.000490779
5826.56,0.0013068,0.0103333,0.000490451
5828.12,0.00130478,0.00876337,0.000288034
5829.69,0.00145499,0.0056816,0.000241635
5831.25,0.00173709,0.00899306,0.000361233
5832.81,0.000767075,0.00479346,0.000441665
5834.38,0.00189122,0.00879433,0.000410486
5835.94,0.0016534,0.00659125,0.000176012
5837.5,0.00263315,0.0106808,0.000655774
5839.06,0.000793505,0.0108326,0.000979608
5840.62,0.00136251,0.00808959,0.000729906
5842.19,0.00129302,0.00491455,0.000339611
5843.75,0.00115762,0.00236159,0.000133713
5845.31,0.00087586,0.00754099,0.000477245
5846.88,0.00100926,0.00893155,0.000539754
5848.44,0.00153817,0.00372474,0.000396132
5850,0.00207481,0.00294372,0.000275945
5851.56,0.00145204,0.00660324,0.000439298
5853.12,0.00172381,0.0123461,0.000620062
5854.69,0.00127286,0.0103712,0.000650171
5856.25,0.00244316,0.00846791,0.000673309
5857.81,0.00274348,0.00643983,0.000323266
5859.38,0.000420094,0.0116983,0.000917484
5860.94,0.00148596,0.0142293,0.00107451
5862.5,0.00105866,0.0105924,0.00067781
5864.06,0.00103016,0.0077208,0.000324872
5865.62,0.00130423,0.00916528,0.00038767
5867.19,0.00142064,0.0103182,0.000663748
5868.75,0.00113115,0.0065196,0.000640725
5870.31,0.00143372,0.00243639,0.000278113
5871.88,0.0015493,0.00360665,0.00031563
5873.44,0.000994921,0.00876325,0.000540138
5875,0.00046593,0.0119036,0.000783405
5876.56,0.000516604,0.0117305,0.000949259
5878.12,0.00110442,0.0106291,0.000918228
5879.69,0.00161856,0.00795777,0.000442827
5881.25,0.00345156,0.0142773,0.000805707
5882.81,0.00359569,0.0143131,0.000830209
5884.38,0.00244318,0.0099192,0.000323986
5885.94,0.000601464,0.00291222,0.000283876
5887.5,0.00110506,0.00910446,0.000494632
5889.06,0.0013206,0.00880382,0.00044093
5890.62,0.000756167,0.00731286,0.000404289
5892.19,0.000626364,0.0120987,0.000744261
5893.75,0.00198226,0.0113054,0.000865357
5895.31,0.00436303,0.0116916,0.000800797
5896.88,0.00385215,0.0137806,0.000712663
5898.44,0.00415648,0.0136045,0.000522519
5900,0.00205916,0.010393,0.00059062
5901.56,0.00147396,0.00390244,0.000440999
5903.12,0.00200987,0.00947451,0.000454929
5904.69,0.00171497,0.0133504,0.000558358
5906.25,0.00168383,0.00996191,0.000705433
5907.81,0.0013357,0.00283217,0.000494509
5909.38,0.00176396,0.00955272,0.000626584
5910.94,0.00309442,0.0124258,0.000979959
5912.5,0.00250056,0.012191,0.00071811
5914.06,0.00328786,0.00760866,0.000416329
5915.62,0.00481335,0.00956407,0.000308053
5917.19,0.00467736,0.0137629,0.000248044
5918.75,0.00205612,0.00874723,0.000180626
5920.31,0.00279208,0.00707689,0.000499186
5921.88,0.00346817,0.00980691,0.000338563
5923.44,0.00275946,0.00528925,0.000328922
5925,0.00161424,0.00270402,0.000255003
5926.56,0.00169473,0.00445027,0.000519587
5928.12,0.00367572,0.00770472,0.000459939
5929.69,0.00314107,0.0113018,0.000441296
5931.25,0.00143752,0.00964059,0.000510918
5932.81,0.00184491,0.00787658,0.000394699
5934.38,0.00346272,0.0130242,0.00068703
5935.94,0.00371679,0.0123282,0.000562116
5937.5,0.00291743,0.0113351,0.000537202
5939.06,0.00246354,0.00784953,0.00035985
5940.62,0.00213754,0.00522525,0.000363766
5942.19,0.00135972,0.00468301,0.000349479
5943.75,0.00149196,0.00341802,0.000196025
5945.31,0.0016423,0.00484764,0.000357057
5946.88,0.00137819,0.00410068,0.000374271
5948.44,0.00267284,0.00721775,0.0004721
5950,0.00200004,0.00466235,0.000439559
5951.56,0.00121142,0.00557273,0.000213879
5953.12,0.00144512,0.00233781,0.000297187
5954.69,0.00136132,0.00421311,0.000372517
5956.25,0.000484536,0.0053416,0.000515344
5957.81,0.00102496,0.00809922,0.000609317
5959.38,0.00155952,0.0119644,0.000879435
5960.94,0.00237559,0.0105254,0.000689159
5962.5,0.00322989,0.00844678,0.000461226
5964.06,0.00202323,0.00875786,0.000578232
5965.62,0.000885027,0.00839788,0.000696628
5967.19,0.00126835,0.00917719,0.000750749
5968.75,0.00158235,0.0088722,0.000684923
5970.31,0.00235467,0.00780324,0.000524378
5971.88,0.00227786,0.0115726,0.000494188
5973.44,0.00172348,0.0130518,0.000781446
5975,0.0014358,0.0108211,0.000755032
5976.56,0.000708616,0.00858274,0.000546669
5978.12,0.000850494,0.00859577,0.000449565
5979.69,0.00130165,0.00549381,0.000431032
5981.25,0.00220612,0.00660116,0.000296402
5982.81,0.00181473,0.00556767,0.000417194
5984.38,0.00108401,0.00308312,0.000467936
5985.94,0.00192264,0.00772109,0.000445697
5987.5,0.00208159,0.0100304,0.000545864
5989.06,0.00124127,0.0130941,0.00064255
5990.62,0.00296974,0.0128485,0.000561843
5992.19,0.00177914,0.0116952,0.000629873
5993.75,0.00051073,0.0118888,0.000571192
5995.31,0.00110488,0.00563593,0.000181073
5996.88,0.00123346,0.00649882,0.000300444
5998.44,0.000885362,0.00509859,0.000424004
6000,0.00194093,0.00466471,0.000484675
6001.56,0.00274235,0.00553688,0.000424965
6003.12,0.00177367,0.00845357,0.000579856
6004.69,0.00143845,0.0103089,0.000907826
6006.25,0.000760073,0.00459494,0.000367642
6007.81,0.00212069,0.00709974,0.000437604
6009.38,0.00347452,0.0103389,0.000659914
6010.94,0.00296741,0.00877051,0.000542527
6012.5,0.00206336,0.00617863,0.00044529
6014.06,0.00334969,0.00798428,0.000654385
6015.62,0.00310117,0.00733701,0.000735722
6017.19,0.00232573,0.00552482,0.000512262
6018.75,0.00118918,0.00333361,0.000135804
6020.31,0.000551066,0.00411171,0.000393751
6021.88,0.000873374,0.00304896,0.000153551
6023.44,0.00174101,0.00745433,0.000572302
6025,0.00182304,0.00720633,0.000586306
6026.56,0.00142289,0.00564516,0.000313299
6028.12,0.00192727,0.00587265,0.000546378
6029.69,0.00277061,0.00837288,0.000674407
6031.25,0.00235545,0.00720644,0.000419102
6032.81,0.00129377,0.00753948,0.000657449
6034.38,0.00146531,0.00953657,0.000869444
6035.94,0.000693778,0.00637911,0.000471195
6037.5,0.00137398,0.00242863,0.000491006
6039.06,0.00219514,0.00727475,0.000849484
6040.62,0.00256627,0.00823449,0.000760903
6042.19,0.000760665,0.00486203,0.000343695
6043.75,0.00188118,0.00513725,0.000230173
6045.31,0.00141959,0.00343486,0.000432534
6046.88,0.00135593,0.00382624,0.000448915
6048.44,0.00130569,0.00582005,0.000500758
6050,0.00218809,0.00784586,0.00057669
6051.56,0.00203238,0.0071885,0.000573017
6053.12,0.000428246,0.00420498,0.000262733
6054.69,0.00148433,0.00627467,0.000753288
6056.25,0.00167979,0.00619345,0.000805912
6057.81,0.00124711,0.00397175,0.000424953
