frequency (Hz),vertical,horizontal,axial,
0.78125,0.00107143,0.000407333,0.000545055
1.5625,0.00323302,0.00118139,0.00198329
2.34375,0.0328927,0.0112485,0.0224381
3.125,0.132794,0.0549619,0.114209
3.90625,0.267983,0.0955821,0.19299
4.6875,0.346817,0.120769,0.0941957
5.46875,0.18427,0.113823,0.310863
6.25,0.171189,0.159208,0.211373
7.03125,0.12673,0.18141,0.0486164
7.8125,0.193246,0.0819706,0.139066
8.59375,0.138501,0.127361,0.222119
9.375,0.102312,0.0921555,0.227589
10.1562,0.227514,0.31268,0.159033
10.9375,0.202586,0.204925,0.0803799
11.7188,0.137867,0.0633053,0.104089
12.5,0.112856,0.0780224,0.124254
13.2812,0.100814,0.0652898,0.115856
14.0625,0.0658696,0.094523,0.0223869
14.8438,0.0779352,0.119128,0.0563694
15.625,0.0887825,0.121396,0.0375143
16.4062,0.20492,0.0756925,0.137371
17.1875,0.252419,0.121296,0.335247
17.9688,0.101452,0.0999924,0.34938
18.75,0.0381204,0.0409093,0.071884
19.5312,0.0225867,0.0229733,0.0904306
20.3125,0.0380852,0.0505659,0.0922462
21.0938,0.0634718,0.034964,0.0734129
21.875,0.0566345,0.0491699,0.0466172
22.6562,0.0355398,0.0768276,0.0205715
23.4375,0.043748,0.0474736,0.0332602
24.2188,0.0494295,0.0414315,0.0365366
25,0.0283791,0.0484269,0.0214362
25.7812,0.026086,0.0443088,0.0172608
26.5625,0.0486589,0.0361819,0.0251002
27.3438,0.0463994,0.0361361,0.0298752
28.125,0.0417742,0.0203381,0.0388489
28.9062,0.0401932,0.0255842,0.0528638
29.6875,0.0426925,0.017281,0.0394173
30.4688,0.0386592,0.0127458,0.0240077
31.25,0.0420046,0.0197151,0.0203063
32.0312,0.0324805,0.0302191,0.0272853
32.8125,0.013268,0.0354634,0.0341581
33.5938,0.0215755,0.0246665,0.0413366
34.375,0.0381045,0.0198174,0.0306007
35.1562,0.0710308,0.0125975,0.0266962
35.9375,0.0658505,0.0317678,0.0222703
36.7188,0.0437443,0.0225455,0.0157501
37.5,0.078617,0.0272545,0.028717
38.2812,0.13714,0.0488787,0.0352257
39.0625,0.131795,0.0505588,0.0296447
39.8438,0.0312085,0.0201609,0.0424134
40.625,0.219353,0.0971319,0.181703
41.4062,0.649787,0.409169,0.790059
42.1875,0.638842,0.407256,0.80315
42.9688,0.121719,0.0777435,0.143489
43.75,0.0489962,0.0215787,0.0601901
44.5312,0.0212843,0.0463519,0.0276308
45.3125,0.0175977,0.0458715,0.0263998
46.0938,0.0244479,0.0484529,0.0646641
46.875,0.0241349,0.0274634,0.0449488
47.6562,0.13508,0.291265,0.107981
48.4375,0.285025,0.61746,0.225942
49.2188,0.151141,0.328889,0.119712
50,0.028035,0.0434945,0.0207553
50.7812,0.0153774,0.0319433,0.0156935
51.5625,0.0107275,0.023719,0.00535746
52.3438,0.00504479,0.0205405,0.0103822
53.125,0.0146299,0.0217237,0.0163489
53.9062,0.0174011,0.018959,0.0176984
54.6875,0.0134567,0.0249481,0.0167553
55.4688,0.0178007,0.0197415,0.0151595
56.25,0.0346036,0.019149,0.033576
57.0312,0.0351692,0.0391033,0.0403347
57.8125,0.457148,0.452966,0.0319293
58.5938,1.1905,1.27521,0.111117
59.375,0.798353,0.874321,0.0870984
60.1562,0.061756,0.087767,0.0252994
60.9375,0.0229418,0.022392,0.00847207
61.7188,0.0149523,0.0132055,0.015395
62.5,0.0176463,0.00736145,0.0208419
63.2812,0.00850846,0.00733886,0.0141502
64.0625,0.00427905,0.0068826,0.0171687
64.8438,0.0182727,0.00363096,0.00750045
65.625,0.0198235,0.0115835,0.0169876
66.4062,0.0151626,0.018794,0.0184043
67.1875,0.0178503,0.0149716,0.0139773
67.9688,0.0240647,0.00705722,0.0110668
68.75,0.02314,0.0187416,0.0107868
69.5312,0.023117,0.0233696,0.0112374
70.3125,0.0247643,0.0583411,0.0506204
71.0938,0.0221448,0.0686196,0.0552962
71.875,0.00973945,0.0180567,0.0186962
72.6562,0.0149551,0.00799949,0.0264288
73.4375,0.0153161,0.00617368,0.0166172
74.2188,0.0130187,0.0108034,0.0227192
75,0.0143375,0.0125461,0.0146399
75.7812,0.0161965,0.0077132,0.0134793
76.5625,0.0154338,0.0126911,0.0172723
77.3438,0.00778991,0.012987,0.0162502
78.125,0.0189168,0.0141062,0.00650211
78.9062,0.021211,0.0133301,0.0102738
79.6875,0.0194035,0.0047009,0.00950662
80.4688,0.0138869,0.0169542,0.00340002
81.25,0.0165608,0.0210392,0.00973458
82.0312,0.0129284,0.0140983,0.0127179
82.8125,0.0323017,0.0200739,0.0205211
83.5938,0.0633416,0.0289641,0.0608174
84.375,0.0321437,0.0164658,0.0273931
85.1562,0.00868811,0.0151043,0.0213985
85.9375,0.0124586,0.017275,0.0113601
86.7188,0.0200877,0.0133864,0.0149298
87.5,0.0201121,0.00865741,0.0104961
88.2812,0.00879726,0.0155782,0.0143756
89.0625,0.00590266,0.017466,0.0153307
89.8438,0.0156739,0.0192135,0.0146259
90.625,0.0201143,0.0187156,0.0161197
91.4062,0.00813213,0.00910503,0.00619194
92.1875,0.0122722,0.00890881,0.00909535
92.9688,0.0144275,0.010331,0.00536594
93.75,0.0100688,0.00928952,0.00972402
94.5312,0.00590135,0.00867102,0.0115632
95.3125,0.0137195,0.00607886,0.0066644
96.0938,0.0173107,0.00578653,0.00487004
96.875,0.0147418,0.0102961,0.00723401
97.6562,0.0142156,0.00717334,0.00411971
98.4375,0.016331,0.00547367,0.00714501
99.2188,0.0126976,0.00837569,0.0060349
100,0.0301378,0.0275919,0.0044692
100.781,0.0431191,0.0305309,0.00677301
101.562,0.0161973,0.0109837,0.0132203
102.344,0.0041599,0.00603852,0.00475596
103.125,0.00706536,0.00683874,0.00663129
103.906,0.00384387,0.00797748,0.0106455
104.688,0.00567576,0.0124062,0.0104076
105.469,0.00505282,0.0145704,0.00660161
106.25,0.0177326,0.0140019,0.00835847
107.031,0.0318079,0.0404027,0.00987646
107.812,0.0200977,0.028505,0.00517396
108.594,0.00927882,0.00712381,0.00340386
109.375,0.0133557,0.010571,0.00391091
110.156,0.00636289,0.0119362,0.00514057
110.938,0.00719772,0.00843122,0.00711876
111.719,0.0101213,0.0118456,0.00713212
112.5,0.0139316,0.00714297,0.00851886
113.281,0.00626189,0.00553458,0.00734849
114.062,0.0070641,0.00949815,0.00494475
114.844,0.0103535,0.0097256,0.00710591
115.625,0.0116451,0.00285742,0.00633333
116.406,0.0123491,0.0147202,0.0178229
117.188,0.0237171,0.0576833,0.0988827
117.969,0.0153718,0.0529144,0.0948398
118.75,0.00767524,0.00941347,0.0214666
119.531,0.0156415,0.00644451,0.00499928
120.312,0.0154593,0.00290022,0.00866024
121.094,0.0132396,0.00572881,0.00717399
121.875,0.0103123,0.00709606,0.00670315
122.656,0.00969182,0.00766713,0.00825451
123.438,0.00801171,0.00474962,0.00790733
124.219,0.00413699,0.00808567,0.0145478
125,0.00667719,0.00534331,0.0109459
125.781,0.00872849,0.00624736,0.00570039
126.562,0.00845581,0.00873794,0.00940743
127.344,0.00488097,0.00421689,0.00485572
128.125,0.0043358,0.00327651,0.0102355
128.906,0.0027154,0.00780713,0.0109129
129.688,0.00358757,0.00716745,0.0103815
130.469,0.0078213,0.0055849,0.00762786
131.25,0.00580877,0.00521309,0.00885081
132.031,0.00674477,0.00499471,0.00719018
132.812,0.00666882,0.00520223,0.00338708
133.594,0.00953868,0.00602341,0.00269513
134.375,0.0121734,0.00461503,0.00343697
135.156,0.00761619,0.00746428,0.00321372
135.938,0.00954364,0.00716257,0.00320339
136.719,0.00903897,0.00596384,0.00729299
137.5,0.0117736,0.00577335,0.0122317
138.281,0.0111042,0.00872953,0.00953024
139.062,0.00831007,0.00806513,0.00464034
139.844,0.00876219,0.00368266,0.00723727
140.625,0.00825242,0.00485598,0.00916067
141.406,0.00644981,0.00655658,0.00306594
142.188,0.00705949,0.00522935,0.00413742
142.969,0.00664132,0.00423447,0.00902006
143.75,0.00497742,0.00262036,0.00865408
144.531,0.00515446,0.00225652,0.00629963
145.312,0.00801887,0.00407732,0.00470564
146.094,0.0095121,0.00536878,0.00527736
146.875,0.00671338,0.00663588,0.00571009
147.656,0.00752188,0.00683985,0.00352528
148.438,0.00470149,0.00515103,0.00557684
149.219,0.00911062,0.0065279,0.00486392
150,0.0105486,0.00692838,0.00651535
150.781,0.00634645,0.00424446,0.0100668
151.562,0.00488774,0.00372986,0.00878065
152.344,0.00703332,0.00505809,0.00586664
153.125,0.00914025,0.00488569,0.00773098
153.906,0.00764255,0.00389459,0.00777326
154.688,0.00823507,0.00453101,0.011457
155.469,0.00894947,0.00430755,0.0100026
156.25,0.0070631,0.00294436,0.00522206
157.031,0.00590487,0.00274054,0.00181377
157.812,0.00602881,0.00357111,0.00226751
158.594,0.0115153,0.00719015,0.00664989
159.375,0.0105251,0.00989486,0.011261
160.156,0.00578692,0.00731455,0.00576956
160.938,0.00562245,0.00820011,0.0057952
161.719,0.00456357,0.00842214,0.00670445
162.5,0.00414905,0.0080048,0.00534292
163.281,0.0123812,0.00660431,0.00403647
164.062,0.00746022,0.00535159,0.0023841
164.844,0.00681832,0.00581074,0.00328314
165.625,0.00539825,0.00544244,0.00475844
166.406,0.00681997,0.00551847,0.00437864
167.188,0.0090377,0.00328365,0.00322328
167.969,0.00537856,0.0050947,0.00427408
168.75,0.00623329,0.00560639,0.00443455
169.531,0.00275645,0.00442988,0.00327696
170.312,0.0111353,0.00262609,0.00671228
171.094,0.0143073,0.00373709,0.0119803
171.875,0.00934105,0.00217471,0.00721205
172.656,0.00476471,0.00348674,0.00783085
173.438,0.00294586,0.00691839,0.00804782
174.219,0.00527601,0.00686223,0.0068054
175,0.0127026,0.00405981,0.00395626
175.781,0.0186402,0.00795737,0.00873253
176.562,0.0174489,0.00887625,0.00750903
177.344,0.00558907,0.00191489,0.00723664
178.125,0.00893988,0.00305984,0.00679824
178.906,0.00884398,0.00408294,0.00217595
179.688,0.00629559,0.00389483,0.00482995
180.469,0.0071904,0.00429888,0.0053707
181.25,0.00677672,0.00344858,0.00475981
182.031,0.00761449,0.00223078,0.00582951
182.812,0.00717514,0.00531269,0.00457004
183.594,0.00703576,0.00625028,0.00576644
184.375,0.00831833,0.00652933,0.00376128
185.156,0.00643861,0.00627198,0.00452631
185.938,0.00346407,0.00368074,0.00568727
186.719,0.00647907,0.00179674,0.00676553
187.5,0.00825224,0.00326712,0.00316793
188.281,0.00775717,0.00520688,0.00467135
189.062,0.00766929,0.00354956,0.00235723
189.844,0.00418011,0.00465874,0.00648392
190.625,0.0057428,0.00330317,0.0070876
191.406,0.00589501,0.00313435,0.00610957
192.188,0.00354878,0.00293512,0.00416157
192.969,0.00544322,0.00388229,0.00842441
193.75,0.00550907,0.00519767,0.00703561
194.531,0.00416587,0.00527962,0.00764266
195.312,0.00274813,0.00292092,0.00657401
196.094,0.00378734,0.00181345,0.00387482
196.875,0.00643892,0.00436304,0.00377436
197.656,0.00372296,0.00331625,0.00264526
198.438,0.00493201,0.00354401,0.0080609
199.219,0.00440966,0.00403329,0.00954499
200,0.00430157,0.00474334,0.00771114
200.781,0.003417,0.00505399,0.005424
201.562,0.00466813,0.00620751,0.00241058
202.344,0.00362758,0.00479908,0.00362401
203.125,0.00267873,0.00215453,0.005142
203.906,0.00334107,0.00313639,0.00564737
204.688,0.00356106,0.00506954,0.00782663
205.469,0.00594168,0.00469481,0.00597617
206.25,0.00568352,0.00484677,0.00181892
207.031,0.00490378,0.00619418,0.00449036
207.812,0.00353175,0.00634805,0.00484853
208.594,0.0027844,0.00162313,0.00495942
209.375,0.00338637,0.00322202,0.00558429
210.156,0.00424709,0.00291111,0.00281134
210.938,0.00471751,0.00125129,0.00181612
211.719,0.00590048,0.00199282,0.00627758
212.5,0.00514254,0.00391494,0.00764149
213.281,0.00291648,0.00387702,0.00543863
214.062,0.00438388,0.00256695,0.0067136
214.844,0.00274221,0.00153651,0.00899891
215.625,0.00513535,0.00205668,0.00730624
216.406,0.00590811,0.00350226,0.00517961
217.188,0.00509828,0.00268376,0.00164153
217.969,0.00414817,0.00189688,0.00304983
218.75,0.00546897,0.00282146,0.00461079
219.531,0.00703727,0.00518181,0.00570918
220.312,0.00316066,0.00379831,0.00406924
221.094,0.00637318,0.00363249,0.00523165
221.875,0.00439161,0.00453773,0.0038338
222.656,0.00632724,0.00406543,0.00524344
223.438,0.00613848,0.00251164,0.00422849
224.219,0.00556532,0.00404316,0.00443977
225,0.00629259,0.00408423,0.00609955
225.781,0.00571048,0.00276766,0.0025997
226.562,0.00579923,0.00339192,0.00474605
227.344,0.00694214,0.00559376,0.00499817
228.125,0.00491982,0.00531564,0.00399346
228.906,0.00641257,0.0050973,0.00296136
229.688,0.00817271,0.00324699,0.00308457
230.469,0.00570267,0.00198425,0.00426457
231.25,0.00407214,0.00265261,0.00305386
232.031,0.00316233,0.00282951,0.00458218
232.812,0.0067594,0.00237112,0.00404516
233.594,0.00691078,0.00323797,0.00482447
234.375,0.00755469,0.00319514,0.0036683
235.156,0.00846516,0.00294824,0.00233496
235.938,0.00736986,0.00265177,0.00458842
236.719,0.0151297,0.00675677,0.00430006
237.5,0.0105091,0.00572307,0.00253789
238.281,0.00490879,0.00270296,0.00530128
239.062,0.00626424,0.00248969,0.0063206
239.844,0.00444478,0.00198639,0.00715108
240.625,0.0059316,0.00426552,0.00605399
241.406,0.00653023,0.00392759,0.00490956
242.188,0.00612161,0.00549822,0.00467824
242.969,0.00522673,0.00402595,0.00308691
243.75,0.00356138,0.00390518,0.00251278
244.531,0.00466621,0.00319001,0.00240438
245.312,0.00438647,0.00320045,0.00395896
246.094,0.00256562,0.00361591,0.00719514
246.875,0.00453362,0.0035367,0.00405432
